Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,83199.89620545454,1.2199139948323097e6,248455.00708654476,7816.468195210521,53988.49569125965,
IME,7103.947200335626,62564.95795743073,1.949802964167933e6,834983.976338155,,11712.827374000015,
JL,2718.170682973743,67892.12,640853.0510894322,501675.99999999994,,146352.07263600008,
LN,2692.4082511353504,116933.14,2.2873951848719814e6,604752.4499999997,4031.226908822061,50960.632799999985,890694.7866754839
SD,,,0.0,,,,
JB,,,0.0,,,,
