Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,74020.79227763717,0.015393680816509702
IME,8.324569365000001e6,226219.1205245246,0.027174873630778446
JL,8.140845e6,1.5639363427786059e6,0.19210982923500028
LN,6.592411239999999e6,4152.626628638303,0.0006299101311280308
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.8683288822094058e6,0.06704607193543781
