Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,2910.1523784316196,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,2997.0619631315626,0.0,0.0,0.0,0.0
4,0.0,7882.307199940438,0.0,0.0,0.0,0.0
