hour,tech,dispatch,zone,period
1,net_export,-2060.359793354682,hl,2021 week 10
2,net_export,-1912.6131647105972,hl,2021 week 10
3,net_export,-1802.5625021026815,hl,2021 week 10
4,net_export,-1802.5625021026815,hl,2021 week 10
5,net_export,-1802.5625021026815,hl,2021 week 10
6,net_export,-1883.5004288352015,hl,2021 week 10
7,net_export,-2247.1697855710663,hl,2021 week 10
8,net_export,-2247.1697855710663,hl,2021 week 10
9,net_export,-2247.1697855710663,hl,2021 week 10
10,net_export,-2347.614816458701,hl,2021 week 10
11,net_export,-2347.614816458701,hl,2021 week 10
12,net_export,-2133.8837458906814,hl,2021 week 10
13,net_export,-2608.0801338663887,hl,2021 week 10
14,net_export,-2133.8837458906814,hl,2021 week 10
15,net_export,-2266.6768897261813,hl,2021 week 10
16,net_export,-2347.614816458701,hl,2021 week 10
17,net_export,-2347.614816458701,hl,2021 week 10
18,net_export,-2379.962929406566,hl,2021 week 10
19,net_export,-2379.962929406566,hl,2021 week 10
20,net_export,-2379.962929406566,hl,2021 week 10
21,net_export,-2379.962929406566,hl,2021 week 10
22,net_export,-2247.1697855710663,hl,2021 week 10
23,net_export,-2214.8216726232013,hl,2021 week 10
24,net_export,-1883.5004288352015,hl,2021 week 10
25,net_export,-1822.609746517176,hl,2021 week 10
26,net_export,-1822.609746517176,hl,2021 week 10
27,net_export,-1822.609746517176,hl,2021 week 10
28,net_export,-1822.609746517176,hl,2021 week 10
29,net_export,-1822.609746517176,hl,2021 week 10
30,net_export,-2167.981558605775,hl,2021 week 10
31,net_export,-2280.2131520337193,hl,2021 week 10
32,net_export,-2280.2131520337193,hl,2021 week 10
33,net_export,-2516.8892326503565,hl,2021 week 10
34,net_export,-2749.760051692775,hl,2021 week 10
35,net_export,-2911.9527014047253,hl,2021 week 10
36,net_export,-2499.686453940676,hl,2021 week 10
37,net_export,-2499.686453940676,hl,2021 week 10
38,net_export,-2499.686453940676,hl,2021 week 10
39,net_export,-2665.863627768176,hl,2021 week 10
40,net_export,-2749.760051692775,hl,2021 week 10
41,net_export,-2382.506755694775,hl,2021 week 10
42,net_export,-2416.1762942562195,hl,2021 week 10
43,net_export,-2632.1561700496495,hl,2021 week 10
44,net_export,-2695.7760016112215,hl,2021 week 10
45,net_export,-2416.1762942562195,hl,2021 week 10
46,net_export,-2280.2131520337193,hl,2021 week 10
47,net_export,-2246.543613472275,hl,2021 week 10
48,net_export,-1906.506170441775,hl,2021 week 10
49,net_export,-2130.4990594174706,hl,2021 week 10
50,net_export,-2130.4990594174706,hl,2021 week 10
51,net_export,-2130.4990594174706,hl,2021 week 10
52,net_export,-2130.4990594174706,hl,2021 week 10
53,net_export,-1861.7317869084704,hl,2021 week 10
54,net_export,-1945.5296429367856,hl,2021 week 10
55,net_export,-2330.223580589679,hl,2021 week 10
56,net_export,-2330.223580589679,hl,2021 week 10
57,net_export,-2330.223580589679,hl,2021 week 10
58,net_export,-2436.5731927842853,hl,2021 week 10
59,net_export,-2436.5731927842853,hl,2021 week 10
60,net_export,-2212.8002128194703,hl,2021 week 10
61,net_export,-2212.8002128194703,hl,2021 week 10
62,net_export,-2212.8002128194703,hl,2021 week 10
63,net_export,-2352.7753367559703,hl,2021 week 10
64,net_export,-2436.5731927842853,hl,2021 week 10
65,net_export,-2436.5731927842853,hl,2021 week 10
66,net_export,-2470.198704526179,hl,2021 week 10
67,net_export,-2470.198704526179,hl,2021 week 10
68,net_export,-2470.198704526179,hl,2021 week 10
69,net_export,-2470.198704526179,hl,2021 week 10
70,net_export,-2330.223580589679,hl,2021 week 10
71,net_export,-2296.5980688477853,hl,2021 week 10
72,net_export,-1945.5296429367856,hl,2021 week 10
73,net_export,-1892.4218721867196,hl,2021 week 10
74,net_export,-1892.4218721867196,hl,2021 week 10
75,net_export,-1892.4218721867196,hl,2021 week 10
76,net_export,-1892.4218721867196,hl,2021 week 10
77,net_export,-1892.4218721867196,hl,2021 week 10
78,net_export,-1973.6787249767613,hl,2021 week 10
79,net_export,-2350.2955994711147,hl,2021 week 10
80,net_export,-2350.2955994711147,hl,2021 week 10
81,net_export,-2350.2955994711147,hl,2021 week 10
82,net_export,-2455.2552817847604,hl,2021 week 10
83,net_export,-2455.2552817847604,hl,2021 week 10
84,net_export,-2236.5481822212196,hl,2021 week 10
85,net_export,-2733.55888938149,hl,2021 week 10
86,net_export,-2733.55888938149,hl,2021 week 10
87,net_export,-2755.1495656407196,hl,2021 week 10
88,net_export,-2836.4064184307613,hl,2021 week 10
89,net_export,-2455.2552817847604,hl,2021 week 10
90,net_export,-2487.745846244614,hl,2021 week 10
91,net_export,-2487.745846244614,hl,2021 week 10
92,net_export,-2487.745846244614,hl,2021 week 10
93,net_export,-2487.745846244614,hl,2021 week 10
94,net_export,-2350.2955994711147,hl,2021 week 10
95,net_export,-2317.805035011261,hl,2021 week 10
96,net_export,-1973.6787249767613,hl,2021 week 10
97,net_export,-1905.519528657468,hl,2021 week 10
98,net_export,-1905.519528657468,hl,2021 week 10
99,net_export,-1905.519528657468,hl,2021 week 10
100,net_export,-1905.519528657468,hl,2021 week 10
101,net_export,-1905.519528657468,hl,2021 week 10
102,net_export,-1986.0755346670185,hl,2021 week 10
103,net_export,-2352.134853750285,hl,2021 week 10
104,net_export,-2352.134853750285,hl,2021 week 10
105,net_export,-2352.134853750285,hl,2021 week 10
106,net_export,-2453.6817660775187,hl,2021 week 10
107,net_export,-2453.6817660775187,hl,2021 week 10
108,net_export,-2239.401320806968,hl,2021 week 10
109,net_export,-2239.401320806968,hl,2021 week 10
110,net_export,-2239.401320806968,hl,2021 week 10
111,net_export,-2373.1257600679683,hl,2021 week 10
112,net_export,-2453.6817660775187,hl,2021 week 10
113,net_export,-2453.6817660775187,hl,2021 week 10
114,net_export,-2673.186135887046,hl,2021 week 10
115,net_export,-2866.874261239285,hl,2021 week 10
116,net_export,-2485.859293011285,hl,2021 week 10
117,net_export,-2485.859293011285,hl,2021 week 10
118,net_export,-2352.134853750285,hl,2021 week 10
119,net_export,-2636.0972934570664,hl,2021 week 10
120,net_export,-1986.0755346670185,hl,2021 week 10
121,net_export,-1903.590064221075,hl,2021 week 10
122,net_export,-1903.590064221075,hl,2021 week 10
123,net_export,-1903.590064221075,hl,2021 week 10
124,net_export,-2326.6100784925707,hl,2021 week 10
125,net_export,-2326.6100784925816,hl,2021 week 10
126,net_export,-2260.0998047970597,hl,2021 week 10
127,net_export,-2692.9017762801714,hl,2021 week 10
128,net_export,-2692.9017762801714,hl,2021 week 10
129,net_export,-2692.9017762801714,hl,2021 week 10
130,net_export,-2822.06158126106,hl,2021 week 10
131,net_export,-2822.06158126106,hl,2021 week 10
132,net_export,-2581.610374676575,hl,2021 week 10
133,net_export,-2727.679779936925,hl,2021 week 10
134,net_export,-2647.2792027549995,hl,2021 week 10
135,net_export,-2742.5024496960755,hl,2021 week 10
136,net_export,-2822.06158126106,hl,2021 week 10
137,net_export,-2822.06158126106,hl,2021 week 10
138,net_export,-2853.7938512996716,hl,2021 week 10
139,net_export,-2853.7938512996716,hl,2021 week 10
140,net_export,-2534.1374082344723,hl,2021 week 10
141,net_export,-2819.514166776803,hl,2021 week 10
142,net_export,-2525.4091658932266,hl,2021 week 10
143,net_export,-2824.9187185163505,hl,2021 week 10
144,net_export,-2423.8490170718505,hl,2021 week 10
145,net_export,-2168.076920467145,hl,2021 week 10
146,net_export,-2168.076920467145,hl,2021 week 10
147,net_export,-2168.076920467145,hl,2021 week 10
148,net_export,-2168.076920467145,hl,2021 week 10
149,net_export,-2168.076920467145,hl,2021 week 10
150,net_export,-1973.4594957960255,hl,2021 week 10
151,net_export,-2336.511517910676,hl,2021 week 10
152,net_export,-2336.511517910676,hl,2021 week 10
153,net_export,-2336.511517910676,hl,2021 week 10
154,net_export,-2814.9887923115257,hl,2021 week 10
155,net_export,-2814.9887923115257,hl,2021 week 10
156,net_export,-2572.8005605516446,hl,2021 week 10
157,net_export,-2572.8005605516446,hl,2021 week 10
158,net_export,-2572.8005605516446,hl,2021 week 10
159,net_export,-2735.021668336645,hl,2021 week 10
160,net_export,-2437.3233804165257,hl,2021 week 10
161,net_export,-2437.3233804165257,hl,2021 week 10
162,net_export,-2469.237878825676,hl,2021 week 10
163,net_export,-2469.237878825676,hl,2021 week 10
164,net_export,-2469.237878825676,hl,2021 week 10
165,net_export,-2469.237878825676,hl,2021 week 10
166,net_export,-2336.511517910676,hl,2021 week 10
167,net_export,-2304.597019501525,hl,2021 week 10
168,net_export,-1973.4594957960255,hl,2021 week 10
1,charge,-1e-10,hl,2021 week 10
2,charge,-1e-10,hl,2021 week 10
3,charge,-1e-10,hl,2021 week 10
4,charge,-1e-10,hl,2021 week 10
5,charge,-1e-10,hl,2021 week 10
6,charge,-1e-10,hl,2021 week 10
7,charge,-1e-10,hl,2021 week 10
8,charge,-1e-10,hl,2021 week 10
9,charge,-1e-10,hl,2021 week 10
10,charge,-1e-10,hl,2021 week 10
11,charge,-1e-10,hl,2021 week 10
12,charge,-1e-10,hl,2021 week 10
13,charge,-1e-10,hl,2021 week 10
14,charge,-1e-10,hl,2021 week 10
15,charge,-1e-10,hl,2021 week 10
16,charge,-1e-10,hl,2021 week 10
17,charge,-1e-10,hl,2021 week 10
18,charge,-1e-10,hl,2021 week 10
19,charge,-1e-10,hl,2021 week 10
20,charge,-1e-10,hl,2021 week 10
21,charge,-1e-10,hl,2021 week 10
22,charge,-1e-10,hl,2021 week 10
23,charge,-1e-10,hl,2021 week 10
24,charge,-1e-10,hl,2021 week 10
25,charge,-1e-10,hl,2021 week 10
26,charge,-1e-10,hl,2021 week 10
27,charge,-1e-10,hl,2021 week 10
28,charge,-1e-10,hl,2021 week 10
29,charge,-1e-10,hl,2021 week 10
30,charge,-1e-10,hl,2021 week 10
31,charge,-1e-10,hl,2021 week 10
32,charge,-1e-10,hl,2021 week 10
33,charge,-1e-10,hl,2021 week 10
34,charge,-1e-10,hl,2021 week 10
35,charge,-1e-10,hl,2021 week 10
36,charge,-1e-10,hl,2021 week 10
37,charge,-1e-10,hl,2021 week 10
38,charge,-1e-10,hl,2021 week 10
39,charge,-1e-10,hl,2021 week 10
40,charge,-1e-10,hl,2021 week 10
41,charge,-1e-10,hl,2021 week 10
42,charge,-1e-10,hl,2021 week 10
43,charge,-1e-10,hl,2021 week 10
44,charge,-1e-10,hl,2021 week 10
45,charge,-1e-10,hl,2021 week 10
46,charge,-1e-10,hl,2021 week 10
47,charge,-1e-10,hl,2021 week 10
48,charge,-1e-10,hl,2021 week 10
49,charge,-1e-10,hl,2021 week 10
50,charge,-1e-10,hl,2021 week 10
51,charge,-1e-10,hl,2021 week 10
52,charge,-1e-10,hl,2021 week 10
53,charge,-1e-10,hl,2021 week 10
54,charge,-1e-10,hl,2021 week 10
55,charge,-1e-10,hl,2021 week 10
56,charge,-1e-10,hl,2021 week 10
57,charge,-1e-10,hl,2021 week 10
58,charge,-1e-10,hl,2021 week 10
59,charge,-1e-10,hl,2021 week 10
60,charge,-1e-10,hl,2021 week 10
61,charge,-1e-10,hl,2021 week 10
62,charge,-1e-10,hl,2021 week 10
63,charge,-1e-10,hl,2021 week 10
64,charge,-1e-10,hl,2021 week 10
65,charge,-1e-10,hl,2021 week 10
66,charge,-1e-10,hl,2021 week 10
67,charge,-1e-10,hl,2021 week 10
68,charge,-1e-10,hl,2021 week 10
69,charge,-1e-10,hl,2021 week 10
70,charge,-1e-10,hl,2021 week 10
71,charge,-1e-10,hl,2021 week 10
72,charge,-1e-10,hl,2021 week 10
73,charge,-1e-10,hl,2021 week 10
74,charge,-1e-10,hl,2021 week 10
75,charge,-1e-10,hl,2021 week 10
76,charge,-1e-10,hl,2021 week 10
77,charge,-1e-10,hl,2021 week 10
78,charge,-1e-10,hl,2021 week 10
79,charge,-1e-10,hl,2021 week 10
80,charge,-1e-10,hl,2021 week 10
81,charge,-1e-10,hl,2021 week 10
82,charge,-1e-10,hl,2021 week 10
83,charge,-1e-10,hl,2021 week 10
84,charge,-1e-10,hl,2021 week 10
85,charge,-1e-10,hl,2021 week 10
86,charge,-1e-10,hl,2021 week 10
87,charge,-1e-10,hl,2021 week 10
88,charge,-1e-10,hl,2021 week 10
89,charge,-1e-10,hl,2021 week 10
90,charge,-1e-10,hl,2021 week 10
91,charge,-1e-10,hl,2021 week 10
92,charge,-1e-10,hl,2021 week 10
93,charge,-1e-10,hl,2021 week 10
94,charge,-1e-10,hl,2021 week 10
95,charge,-1e-10,hl,2021 week 10
96,charge,-1e-10,hl,2021 week 10
97,charge,-1e-10,hl,2021 week 10
98,charge,-1e-10,hl,2021 week 10
99,charge,-1e-10,hl,2021 week 10
100,charge,-1e-10,hl,2021 week 10
101,charge,-1e-10,hl,2021 week 10
102,charge,-1e-10,hl,2021 week 10
103,charge,-1e-10,hl,2021 week 10
104,charge,-1e-10,hl,2021 week 10
105,charge,-1e-10,hl,2021 week 10
106,charge,-1e-10,hl,2021 week 10
107,charge,-1e-10,hl,2021 week 10
108,charge,-1e-10,hl,2021 week 10
109,charge,-1e-10,hl,2021 week 10
110,charge,-1e-10,hl,2021 week 10
111,charge,-1e-10,hl,2021 week 10
112,charge,-1e-10,hl,2021 week 10
113,charge,-1e-10,hl,2021 week 10
114,charge,-1e-10,hl,2021 week 10
115,charge,-1e-10,hl,2021 week 10
116,charge,-1e-10,hl,2021 week 10
117,charge,-1e-10,hl,2021 week 10
118,charge,-1e-10,hl,2021 week 10
119,charge,-1e-10,hl,2021 week 10
120,charge,-1e-10,hl,2021 week 10
121,charge,-1e-10,hl,2021 week 10
122,charge,-1e-10,hl,2021 week 10
123,charge,-1e-10,hl,2021 week 10
124,charge,-1e-10,hl,2021 week 10
125,charge,-1e-10,hl,2021 week 10
126,charge,-1e-10,hl,2021 week 10
127,charge,-1e-10,hl,2021 week 10
128,charge,-1e-10,hl,2021 week 10
129,charge,-1e-10,hl,2021 week 10
130,charge,-1e-10,hl,2021 week 10
131,charge,-1e-10,hl,2021 week 10
132,charge,-1e-10,hl,2021 week 10
133,charge,-1e-10,hl,2021 week 10
134,charge,-1e-10,hl,2021 week 10
135,charge,-1e-10,hl,2021 week 10
136,charge,-1e-10,hl,2021 week 10
137,charge,-1e-10,hl,2021 week 10
138,charge,-1e-10,hl,2021 week 10
139,charge,-1e-10,hl,2021 week 10
140,charge,-1e-10,hl,2021 week 10
141,charge,-1e-10,hl,2021 week 10
142,charge,-1e-10,hl,2021 week 10
143,charge,-1e-10,hl,2021 week 10
144,charge,-1e-10,hl,2021 week 10
145,charge,-1e-10,hl,2021 week 10
146,charge,-1e-10,hl,2021 week 10
147,charge,-1e-10,hl,2021 week 10
148,charge,-1e-10,hl,2021 week 10
149,charge,-1e-10,hl,2021 week 10
150,charge,-1e-10,hl,2021 week 10
151,charge,-1e-10,hl,2021 week 10
152,charge,-1e-10,hl,2021 week 10
153,charge,-1e-10,hl,2021 week 10
154,charge,-1e-10,hl,2021 week 10
155,charge,-1e-10,hl,2021 week 10
156,charge,-1e-10,hl,2021 week 10
157,charge,-1e-10,hl,2021 week 10
158,charge,-1e-10,hl,2021 week 10
159,charge,-1e-10,hl,2021 week 10
160,charge,-1e-10,hl,2021 week 10
161,charge,-1e-10,hl,2021 week 10
162,charge,-1e-10,hl,2021 week 10
163,charge,-1e-10,hl,2021 week 10
164,charge,-1e-10,hl,2021 week 10
165,charge,-1e-10,hl,2021 week 10
166,charge,-1e-10,hl,2021 week 10
167,charge,-1e-10,hl,2021 week 10
168,charge,-1e-10,hl,2021 week 10
1,nuclear,0.0,hl,2021 week 10
2,nuclear,0.0,hl,2021 week 10
3,nuclear,0.0,hl,2021 week 10
4,nuclear,0.0,hl,2021 week 10
5,nuclear,0.0,hl,2021 week 10
6,nuclear,0.0,hl,2021 week 10
7,nuclear,0.0,hl,2021 week 10
8,nuclear,0.0,hl,2021 week 10
9,nuclear,0.0,hl,2021 week 10
10,nuclear,0.0,hl,2021 week 10
11,nuclear,0.0,hl,2021 week 10
12,nuclear,0.0,hl,2021 week 10
13,nuclear,0.0,hl,2021 week 10
14,nuclear,0.0,hl,2021 week 10
15,nuclear,0.0,hl,2021 week 10
16,nuclear,0.0,hl,2021 week 10
17,nuclear,0.0,hl,2021 week 10
18,nuclear,0.0,hl,2021 week 10
19,nuclear,0.0,hl,2021 week 10
20,nuclear,0.0,hl,2021 week 10
21,nuclear,0.0,hl,2021 week 10
22,nuclear,0.0,hl,2021 week 10
23,nuclear,0.0,hl,2021 week 10
24,nuclear,0.0,hl,2021 week 10
25,nuclear,0.0,hl,2021 week 10
26,nuclear,0.0,hl,2021 week 10
27,nuclear,0.0,hl,2021 week 10
28,nuclear,0.0,hl,2021 week 10
29,nuclear,0.0,hl,2021 week 10
30,nuclear,0.0,hl,2021 week 10
31,nuclear,0.0,hl,2021 week 10
32,nuclear,0.0,hl,2021 week 10
33,nuclear,0.0,hl,2021 week 10
34,nuclear,0.0,hl,2021 week 10
35,nuclear,0.0,hl,2021 week 10
36,nuclear,0.0,hl,2021 week 10
37,nuclear,0.0,hl,2021 week 10
38,nuclear,0.0,hl,2021 week 10
39,nuclear,0.0,hl,2021 week 10
40,nuclear,0.0,hl,2021 week 10
41,nuclear,0.0,hl,2021 week 10
42,nuclear,0.0,hl,2021 week 10
43,nuclear,0.0,hl,2021 week 10
44,nuclear,0.0,hl,2021 week 10
45,nuclear,0.0,hl,2021 week 10
46,nuclear,0.0,hl,2021 week 10
47,nuclear,0.0,hl,2021 week 10
48,nuclear,0.0,hl,2021 week 10
49,nuclear,0.0,hl,2021 week 10
50,nuclear,0.0,hl,2021 week 10
51,nuclear,0.0,hl,2021 week 10
52,nuclear,0.0,hl,2021 week 10
53,nuclear,0.0,hl,2021 week 10
54,nuclear,0.0,hl,2021 week 10
55,nuclear,0.0,hl,2021 week 10
56,nuclear,0.0,hl,2021 week 10
57,nuclear,0.0,hl,2021 week 10
58,nuclear,0.0,hl,2021 week 10
59,nuclear,0.0,hl,2021 week 10
60,nuclear,0.0,hl,2021 week 10
61,nuclear,0.0,hl,2021 week 10
62,nuclear,0.0,hl,2021 week 10
63,nuclear,0.0,hl,2021 week 10
64,nuclear,0.0,hl,2021 week 10
65,nuclear,0.0,hl,2021 week 10
66,nuclear,0.0,hl,2021 week 10
67,nuclear,0.0,hl,2021 week 10
68,nuclear,0.0,hl,2021 week 10
69,nuclear,0.0,hl,2021 week 10
70,nuclear,0.0,hl,2021 week 10
71,nuclear,0.0,hl,2021 week 10
