Path,Total
HL_to_IME,-1568.6983731806702
HL_to_JL,-1228.49958307237
IME_to_JL,-750.10798718788
IME_to_LN,3599.423643928199
JL_to_LN,1979.102686217138
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
