Index,Path,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168
1,HL_to_IME,0.0,-752.7875158666368,-4472.325,-4472.325,-4472.325,-4472.325,-1440.170144948859,-3726.6199090845757,-4472.325,-2712.7039368145092,-912.9543306113807,0.0,-4472.325,-1117.895569297313,-3458.9024036671035,-3386.009599406412,-4472.325,-4472.325,-4472.325,-4299.171790781586,-4004.5274464356353,-3411.2331259308835,-2185.430326441227,-572.2782501731297,508.7875894755222,1027.516307137023,657.2395990375289,799.9425854246062,-820.7172430094724,-4472.325,-1829.843481412355,0.0,0.0,0.0,-2134.3393260540975,-1386.3304425430995,0.0,-3.240719336788105,0.0,-1899.1026139834535,-3118.783553137064,-4472.325,-4445.760465156221,-1781.2903579127621,-2419.6454522591353,0.0,-532.2081440908154,0.0,-159.0159039305169,-193.65488739394473,-391.02824489116057,-21.715341989181827,-1929.0694508464094,-1848.5875677118424,-1982.102078545357,-1411.1873110301478,-4320.306900244535,-3466.577393782047,-3008.3322535414986,0.0,-156.1472515683433,-4023.9572063348487,-3609.3493922901466,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-3061.8009901148453,-2101.7102921347573,-1687.9605553670137,-1303.2984587111246,-917.8487583187764,-1228.2103249433028,-2319.75949709525,-4472.325,-4472.325,-2799.8483239034917,-2246.036676110132,-3608.6109672107686,-755.3506692547418,-4290.073906771316,-447.2153372936442,-3550.1011032191223,-4472.325,-3081.3494725949117,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4186.360818460768,-2883.265065467447,-3534.6141220037302,-4472.325,-4472.325,-4472.325,-4213.7324433333915,-2287.329522730034,-4472.325,-3899.2083765053894,-1276.6457884564454,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-2869.4617266653017,-1375.5693660825355,-686.7919977184348,0.0,2410.4842002791434,2744.7002203597604,532.2531905813595,0.0,0.0,-4.584314497342887,-4286.723290677702,-518.3394071805749,-640.9127384175154,-209.23152651766614,-1356.5553526945057,-1975.95638669892,-1029.714905052653,-2446.6785763769385,-885.1800662853805,-149.83382432770753,-3112.572519660691,-4472.325,-2412.016820630229,-2393.478590866157,-2096.630216338465,0.0,0.0,0.0,0.0,46.01574512497288,630.8527407249749,0.0,0.0,0.0,-4472.325,-2841.0832014428997,-1611.3746675625175,-974.7826638197312,-702.7114381158226,-2477.9327219550255,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-4472.325,-3329.464418243876,-756.6407498967085
2,HL_to_JL,0.0,0.0,0.0,0.0,0.0,-2339.2523767252505,-2234.826730997,-74.81612593719976,0.0,-1473.9022566360793,0.0,-1987.3734411577889,0.0,0.0,0.0,-1095.698400613698,-235.43171025114646,-1253.57290118871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.38436161173746,0.0,-729.5603960365962,-1680.6580336204997,-1336.3398090501369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1187.786807504985,-379.85933408291197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1147.504836562685,-706.3830554670645,-848.0804432578796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.684591686741,-1909.1636657220045,-2342.0138073739454,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-2190.024879509939,-1104.9081784328985,-1647.633626322296,-1704.7596047947723,-2124.03027135194,-3576.06,-375.31656953626174,-366.20216676783224,-2943.3289019519952,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-2410.676445700199,-1879.4562622399235,-2507.7662055278224,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-3576.06,-1947.388794555997,-460.5082734753604,0.0,0.0,-160.16320654911016,0.0,-3485.4531389883496,-2544.125301723766,-315.9647791391175,-3576.06,-3576.06,-3576.06,-3576.06,-2817.087505442501,-835.5679048373377,-442.37752700994173,-2018.0483462353334,-3100.9606510461263,-2780.513386741469,-2975.917978102769,-3576.06,-3576.06,-1454.2725688364258,0.0,0.0
3,IME_to_JL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.9261162577845,2045.9032320361357,2121.7418735373717,984.1583760752909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-344.22282660732856,-661.0024218180091,0.0,0.0,0.0,0.0,0.0,2328.915765790292,849.6630086344818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.4646573355744,2684.7009213900797,699.805710708579,2544.1969847216387,5160.2522220269375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011.9758298429538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3147.065255215347,-6059.445093819862,-8318.52,-4941.105384088278,-4067.357335797921,-7371.386681167454,-6900.324106499916,-6274.428586749293,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-7501.667891855222,-7597.47256978812,-1710.8555939061791,0.0,-7382.39000196173,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-8318.52,-7932.617057681364,-5278.220601791365,-8178.751211953604,-3650.850124514364,-8318.52,-8318.52,-4689.846688861094,-1223.7771722663651,-4802.773235030323,-3778.4277188035226,-8318.52,-8318.52,-8318.52,-5424.792807002029,-4139.594330473384,0.0,0.0,0.0,0.0,0.0,0.0,-918.6204881086876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,IME_to_LN,3020.409448020909,5359.824510292478,3392.678924441912,2636.652197209384,207.11801917156032,1162.8046038859104,1949.9274833586423,1469.9318550337352,2150.074951966888,2483.68387278653,857.5356920755077,272.48823028196443,0.0,1276.682594194557,2900.6097344349596,4444.085615921338,6284.9245133671375,7066.01716765401,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7040.143696032201,5674.182456352193,4513.884068906469,4601.70203502536,3283.708481220034,4144.970367565487,6333.620990699257,4387.377681515853,7148.88,7148.88,7148.88,7148.88,6280.2043933990935,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,6903.056247090987,3707.6236465726456,6214.633072008653,7148.88,6965.542769426291,6540.177593440683,3919.448183973199,2731.5635638156677,4584.67456572639,5379.191804391118,4802.304389944874,4345.279743190803,911.1189925324436,0.0,0.0,750.6614376270899,2539.7707275053585,6699.212358428787,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,5307.426014751842,2756.6047675018917,1263.6993434807925,1088.0634112430153,4359.351069872327,7148.88,4863.584174118662,7148.88,7148.88,7148.88,6309.5633680964,0.0,4566.714385592757,2247.141944997051,0.0,0.0,0.0,0.0,3120.384635241697,1102.017783365357,140.05816216463015,0.0,0.0,0.0,921.8720486423689,2723.703565042369,2352.7382528423686,616.0182708350492,0.0,1850.921433086254,0.0,4370.872332155942,7148.88,7148.88,7148.88,4520.957851674498,6090.147734824224,7148.88,6716.810709835431,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7148.88,7015.174035477475,5620.48276190237,4026.2771854165326,0.0,0.0,0.0,0.0,0.0,0.0,806.8760705234946
5,JL_to_LN,3582.18,3582.18,3582.18,3582.18,2595.5731822197954,1062.9309878360812,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,1650.867207316086,1069.023355976691,3197.7717195076452,3186.327272113357,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3326.3640703246883,3288.8080043636705,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,1191.8099181918433,1135.4477937109996,2034.0825312003203,3582.18,3582.18,2582.595028095375,3582.18,3582.18,1837.5330481843505,1338.8676644658397,450.94060061925614,0.0,0.0,2766.6639376826583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.3008896002778,1717.560659174057,1215.6971414997302,273.49405762887824,0.0,0.0,40.51371129430048,-63.89725512976117,-386.66425601246397,-1962.5649038289234,-796.4625220643497,0.0,3274.652196388601,3582.18,2883.870527335001,1171.1825240862347,1306.8038025030069,1390.9341648375766,966.1350922507551,2609.9755424179257,3582.18,2350.107718994536,3320.6226327023396,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,3582.18,2508.1156522608158,3582.18,3316.9224151683943,0.0,-2516.1959502539976,-1083.364946313997,812.4193435378909,577.9908067152935,2595.8288990502174
6,IME_to_SD,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3104.3945656449223,3602.410868294218,3602.410868294218,3602.410868294218,3602.410868294218,3602.410868294218,3104.3945656449223,3412.9783237057827,3412.9783237057827,3412.9783237057827,3412.9783237057827,3412.9783237057827,3104.3945656449223,3104.3945656449223,3104.3945656449223,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3158.9288682101555,3733.9523741028916,3733.9523741028916,3733.9523741028916,3733.9523741028916,3733.9523741028916,3158.9288682101555,3516.1244685,3516.1244685,3516.1244685,3516.1244685,3516.1244685,3158.9288682101555,3158.9288682101555,3158.9288682101555,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3294.6998175000003,3904.8234243971087,3904.8234243971087,3904.8234243971087,3904.8234243971087,3904.8234243971087,3294.6998175000003,3674.0598547942177,3674.0598547942177,3674.0598547942177,3674.0598547942177,3674.0598547942177,3294.6998175000003,3294.6998175000003,3294.6998175000003,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3314.0152820326166,3894.009525,3894.009525,3894.009525,3894.009525,3894.009525,3314.0152820326166,3674.3536687057826,3674.3536687057826,3674.3536687057826,3674.3536687057826,3674.3536687057826,3314.0152820326166,3314.0152820326166,3314.0152820326166,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3237.612608467384,3743.916384397109,3743.916384397109,3743.916384397109,3743.916384397109,3743.916384397109,3237.612608467384,3551.4273937942176,3551.4273937942176,3551.4273937942176,3551.4273937942176,3551.4273937942176,3237.612608467384,3237.612608467384,3237.612608467384,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3131.026483210155,3608.316708794218,3608.316708794218,3608.316708794218,3608.316708794218,3608.316708794218,3131.026483210155,3426.529219897109,3426.529219897109,3426.529219897109,3426.529219897109,3426.529219897109,3131.026483210155,3131.026483210155,3131.026483210155,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3097.3119234673836,3569.079843,3569.079843,3569.079843,3569.079843,3569.079843,3097.3119234673836,3389.3293263971086,3389.3293263971086,3389.3293263971086,3389.3293263971086,3389.3293263971086,3097.3119234673836,3097.3119234673836,3097.3119234673836
7,LN_to_JB,2647.4809907456765,2527.7152275,2527.7152275,2527.7152275,2527.7152275,2527.7152275,2647.4809907456765,2647.4809907456765,2647.4809907456765,2647.4809907456765,2647.4809907456765,2647.4809907456765,2527.7152275,2527.7152275,2527.7152275,2647.4809907456765,2790.0785217543234,2790.0785217543234,2790.0785217543234,2790.0785217543234,2790.0785217543234,2790.0785217543234,2790.0785217543234,2790.0785217543234,2608.3811892543235,2477.5602,2477.5602,2477.5602,2477.5602,2477.5602,2608.3811892543235,2608.3811892543235,2608.3811892543235,2608.3811892543235,2608.3811892543235,2608.3811892543235,2477.5602,2477.5602,2477.5602,2608.3811892543235,2762.7118821271615,2762.7118821271615,2762.7118821271615,2762.7118821271615,2762.7118821271615,2762.7118821271615,2762.7118821271615,2762.7118821271615,2610.434832872838,2473.845792872838,2473.845792872838,2473.845792872838,2473.845792872838,2473.845792872838,2610.434832872838,2610.434832872838,2610.434832872838,2610.434832872838,2610.434832872838,2610.434832872838,2473.845792872838,2473.845792872838,2473.845792872838,2610.434832872838,2770.8830817543235,2770.8830817543235,2770.8830817543235,2770.8830817543235,2770.8830817543235,2770.8830817543235,2770.8830817543235,2770.8830817543235,2657.2357348931837,2512.0293202660223,2512.0293202660223,2512.0293202660223,2512.0293202660223,2512.0293202660223,2657.2357348931837,2657.2357348931837,2657.2357348931837,2657.2357348931837,2657.2357348931837,2657.2357348931837,2512.0293202660223,2512.0293202660223,2512.0293202660223,2657.2357348931837,2826.1673969679555,2826.1673969679555,2826.1673969679555,2826.1673969679555,2826.1673969679555,2826.1673969679555,2826.1673969679555,2826.1673969679555,2678.657415160224,2529.5915872873857,2529.5915872873857,2529.5915872873857,2529.5915872873857,2529.5915872873857,2678.657415160224,2678.657415160224,2678.657415160224,2678.657415160224,2678.657415160224,2678.657415160224,2529.5915872873857,2529.5915872873857,2529.5915872873857,2678.657415160224,2848.216470798067,2848.216470798067,2848.216470798067,2848.216470798067,2848.216470798067,2848.216470798067,2848.216470798067,2848.216470798067,2708.9130265651065,2548.0718965651067,2548.0718965651067,2548.0718965651067,2548.0718965651067,2548.0718965651067,2708.9130265651065,2708.9130265651065,2708.9130265651065,2708.9130265651065,2708.9130265651065,2708.9130265651065,2548.0718965651067,2548.0718965651067,2548.0718965651067,2708.9130265651065,2882.5050422426243,2882.5050422426243,2882.5050422426243,2882.5050422426243,2882.5050422426243,2882.5050422426243,2882.5050422426243,2882.5050422426243,2780.7076071271613,2619.455748,2619.455748,2619.455748,2619.455748,2619.455748,2780.7076071271613,2780.7076071271613,2780.7076071271613,2780.7076071271613,2780.7076071271613,2780.7076071271613,2619.455748,2619.455748,2619.455748,2780.7076071271613,2915.593002,2915.593002,2915.593002,2915.593002,2915.593002,2915.593002,2915.593002,2915.593002
