Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,110817.0,110817.0,0.0,0.0
IME,109102.89600000001,109102.89599999994,7.275957614183426e-11,6.668895034815048e-16
JL,98481.98,98481.98,0.0,0.0
LN,151540.34,151540.33999999994,5.820766091346741e-11,3.84106706593554e-16
SD,0,0,,
JB,0,0,,
