Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,182614.5,182614.5000000001,-8.731149137020111e-11,-4.781191601444634e-16
IME,578820.6,578820.5999999999,1.1641532182693481e-10,2.011250495005444e-16
JL,573103.6499999999,573103.65,-1.1641532182693481e-10,-2.031313564778986e-16
LN,361123.14,361123.14,0.0,0.0
SD,0,0,,
JB,0,0,,
