,hour,tech,dispatch,zone,period
0,1,net_export,-1e-10,ln,2021 week 10
1,2,net_export,-1e-10,ln,2021 week 10
2,3,net_export,-1e-10,ln,2021 week 10
3,4,net_export,-1e-10,ln,2021 week 10
4,5,net_export,-1e-10,ln,2021 week 10
5,6,net_export,-1e-10,ln,2021 week 10
6,7,net_export,-1e-10,ln,2021 week 10
7,8,net_export,-1e-10,ln,2021 week 10
8,9,net_export,-1e-10,ln,2021 week 10
9,10,net_export,-1e-10,ln,2021 week 10
10,11,net_export,-1e-10,ln,2021 week 10
11,12,net_export,-1e-10,ln,2021 week 10
12,13,net_export,-1e-10,ln,2021 week 10
13,14,net_export,-1e-10,ln,2021 week 10
14,15,net_export,-1e-10,ln,2021 week 10
15,16,net_export,-1e-10,ln,2021 week 10
16,17,net_export,-1e-10,ln,2021 week 10
17,18,net_export,-1e-10,ln,2021 week 10
18,19,net_export,-1e-10,ln,2021 week 10
19,20,net_export,-1e-10,ln,2021 week 10
20,21,net_export,-1e-10,ln,2021 week 10
21,22,net_export,-1e-10,ln,2021 week 10
22,23,net_export,-1e-10,ln,2021 week 10
23,24,net_export,-1e-10,ln,2021 week 10
24,25,net_export,-1e-10,ln,2021 week 10
25,26,net_export,-1e-10,ln,2021 week 10
26,27,net_export,-1e-10,ln,2021 week 10
27,28,net_export,-1e-10,ln,2021 week 10
28,29,net_export,-1e-10,ln,2021 week 10
29,30,net_export,-1e-10,ln,2021 week 10
30,31,net_export,-1e-10,ln,2021 week 10
31,32,net_export,-1e-10,ln,2021 week 10
32,33,net_export,-1e-10,ln,2021 week 10
33,34,net_export,-1e-10,ln,2021 week 10
34,35,net_export,-1e-10,ln,2021 week 10
35,36,net_export,-1e-10,ln,2021 week 10
36,37,net_export,-1e-10,ln,2021 week 10
37,38,net_export,-1e-10,ln,2021 week 10
38,39,net_export,-1e-10,ln,2021 week 10
39,40,net_export,-1e-10,ln,2021 week 10
40,41,net_export,-1e-10,ln,2021 week 10
41,42,net_export,-1e-10,ln,2021 week 10
42,43,net_export,-1e-10,ln,2021 week 10
43,44,net_export,-1e-10,ln,2021 week 10
44,45,net_export,-1e-10,ln,2021 week 10
45,46,net_export,-1e-10,ln,2021 week 10
46,47,net_export,-1e-10,ln,2021 week 10
47,48,net_export,-1e-10,ln,2021 week 10
48,49,net_export,-1e-10,ln,2021 week 10
49,50,net_export,-1e-10,ln,2021 week 10
50,51,net_export,-1e-10,ln,2021 week 10
51,52,net_export,-1e-10,ln,2021 week 10
52,53,net_export,-1e-10,ln,2021 week 10
53,54,net_export,-1e-10,ln,2021 week 10
54,55,net_export,-1e-10,ln,2021 week 10
55,56,net_export,-1e-10,ln,2021 week 10
56,57,net_export,-1e-10,ln,2021 week 10
57,58,net_export,-1e-10,ln,2021 week 10
58,59,net_export,-1e-10,ln,2021 week 10
59,60,net_export,-1e-10,ln,2021 week 10
60,61,net_export,-1e-10,ln,2021 week 10
61,62,net_export,-1e-10,ln,2021 week 10
62,63,net_export,-1e-10,ln,2021 week 10
63,64,net_export,-1e-10,ln,2021 week 10
64,65,net_export,-1e-10,ln,2021 week 10
65,66,net_export,-1e-10,ln,2021 week 10
66,67,net_export,-1e-10,ln,2021 week 10
67,68,net_export,-1e-10,ln,2021 week 10
68,69,net_export,-1e-10,ln,2021 week 10
69,70,net_export,-1e-10,ln,2021 week 10
70,71,net_export,-1e-10,ln,2021 week 10
71,72,net_export,-1e-10,ln,2021 week 10
72,73,net_export,-1e-10,ln,2021 week 10
73,74,net_export,-1e-10,ln,2021 week 10
74,75,net_export,-1e-10,ln,2021 week 10
75,76,net_export,-1e-10,ln,2021 week 10
76,77,net_export,-1e-10,ln,2021 week 10
77,78,net_export,-1e-10,ln,2021 week 10
78,79,net_export,-1e-10,ln,2021 week 10
79,80,net_export,-1e-10,ln,2021 week 10
80,81,net_export,-1e-10,ln,2021 week 10
81,82,net_export,-1e-10,ln,2021 week 10
82,83,net_export,-1e-10,ln,2021 week 10
83,84,net_export,-1e-10,ln,2021 week 10
84,85,net_export,-1e-10,ln,2021 week 10
85,86,net_export,-1e-10,ln,2021 week 10
86,87,net_export,-1e-10,ln,2021 week 10
87,88,net_export,-1e-10,ln,2021 week 10
88,89,net_export,-1e-10,ln,2021 week 10
89,90,net_export,-1e-10,ln,2021 week 10
90,91,net_export,-1e-10,ln,2021 week 10
91,92,net_export,-1e-10,ln,2021 week 10
92,93,net_export,-1e-10,ln,2021 week 10
93,94,net_export,-1e-10,ln,2021 week 10
94,95,net_export,-1e-10,ln,2021 week 10
95,96,net_export,-1e-10,ln,2021 week 10
