Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,41159.96583481948,0.008559802684942035
IME,8.324569365000001e6,226481.43053313717,0.02720638397048628
JL,8.140845e6,1.5594854447663166e6,0.1915630926232248
LN,6.592411239999999e6,2764.0435939810122,0.00041927657322254864
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.8298908847282543e6,0.0656667019708051
