Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,136412.46532337583,492845.29999999993,1.6438004154218505e6,380534.8799999999,0.0,64354.83866279994,
IME,265486.6789849494,646122.9089999999,3.3435126599456794e6,630617.468089284,,6596.171850239999,
JL,159907.5752970731,367003.44791467587,1.1862988756288004e6,959487.7758257805,,340480.91660796024,
LN,104369.24520904431,463078.165,3.255230817849176e6,1.2633830999999992e6,0.0,72198.83659968,1.747605695201076e6
SD,,,0.0,,,,
JB,,,0.0,,,,
