,,HL,IME,JL,LN,hour,date and hour,24h,Heat_time_z1,Heat_time_z2,Heat_time_z3,Heat_time_z4
,,,,,,1151,9/25/21,22,0,0,0,0
,,,,,,1152,9/25/21,23,0,0,0,0
,,,,,,1153,9/26/21,0,0,0,0,0
,,,,,,1154,9/26/21,1,0,0,0,0
,,,,,,1155,9/26/21,2,0,0,0,0
,,,,,,1156,9/26/21,3,0,0,0,0
,,,,,,1157,9/26/21,4,0,0,0,0
,,,,,,1158,9/26/21,5,0,0,0,0
,,,,,,1159,9/26/21,6,0,0,0,0
,,,,,,1160,9/26/21,7,0,0,0,0
,,,,,,1161,9/26/21,8,0,0,0,0
,,,,,,1162,9/26/21,9,0,0,0,0
,,,,,,1163,9/26/21,10,0,0,0,0
,,,,,,1164,9/26/21,11,0,0,0,0
,,,,,,1165,9/26/21,12,0,0,0,0
,,,,,,1166,9/26/21,13,0,0,0,0
,,,,,,1167,9/26/21,14,0,0,0,0
,,,,,,1168,9/26/21,15,0,0,0,0
,,,,,,1169,9/26/21,16,0,0,0,0
,,,,,,1170,9/26/21,17,0,0,0,0
,,,,,,1171,9/26/21,18,0,0,0,0
,,,,,,1172,9/26/21,19,0,0,0,0
,,,,,,1173,9/26/21,20,0,0,0,0
,,,,,,1174,9/26/21,21,0,0,0,0
,,,,,,1175,9/26/21,22,0,0,0,0
,,,,,,1176,9/26/21,23,0,0,0,0
,,,,,,1177,9/27/21,0,0,0,0,0
,,,,,,1178,9/27/21,1,0,0,0,0
,,,,,,1179,9/27/21,2,0,0,0,0
,,,,,,1180,9/27/21,3,0,0,0,0
,,,,,,1181,9/27/21,4,0,0,0,0
,,,,,,1182,9/27/21,5,0,0,0,0
,,,,,,1183,9/27/21,6,0,0,0,0
,,,,,,1184,9/27/21,7,0,0,0,0
,,,,,,1185,9/27/21,8,0,0,0,0
,,,,,,1186,9/27/21,9,0,0,0,0
,,,,,,1187,9/27/21,10,0,0,0,0
,,,,,,1188,9/27/21,11,0,0,0,0
,,,,,,1189,9/27/21,12,0,0,0,0
,,,,,,1190,9/27/21,13,0,0,0,0
,,,,,,1191,9/27/21,14,0,0,0,0
,,,,,,1192,9/27/21,15,0,0,0,0
,,,,,,1193,9/27/21,16,0,0,0,0
,,,,,,1194,9/27/21,17,0,0,0,0
,,,,,,1195,9/27/21,18,0,0,0,0
,,,,,,1196,9/27/21,19,0,0,0,0
,,,,,,1197,9/27/21,20,0,0,0,0
,,,,,,1198,9/27/21,21,0,0,0,0
,,,,,,1199,9/27/21,22,0,0,0,0
,,,,,,1200,9/27/21,23,0,0,0,0
,,,,,,1201,9/28/21,0,0,0,0,0
,,,,,,1202,9/28/21,1,0,0,0,0
,,,,,,1203,9/28/21,2,0,0,0,0
,,,,,,1204,9/28/21,3,0,0,0,0
,,,,,,1205,9/28/21,4,0,0,0,0
,,,,,,1206,9/28/21,5,0,0,0,0
,,,,,,1207,9/28/21,6,0,0,0,0
,,,,,,1208,9/28/21,7,0,0,0,0
,,,,,,1209,9/28/21,8,0,0,0,0
,,,,,,1210,9/28/21,9,0,0,0,0
,,,,,,1211,9/28/21,10,0,0,0,0
,,,,,,1212,9/28/21,11,0,0,0,0
,,,,,,1213,9/28/21,12,0,0,0,0
,,,,,,1214,9/28/21,13,0,0,0,0
,,,,,,1215,9/28/21,14,0,0,0,0
,,,,,,1216,9/28/21,15,0,0,0,0
,,,,,,1217,9/28/21,16,0,0,0,0
,,,,,,1218,9/28/21,17,0,0,0,0
,,,,,,1219,9/28/21,18,0,0,0,0
,,,,,,1220,9/28/21,19,0,0,0,0
,,,,,,1221,9/28/21,20,0,0,0,0
,,,,,,1222,9/28/21,21,0,0,0,0
,,,,,,1223,9/28/21,22,0,0,0,0
,,,,,,1224,9/28/21,23,0,0,0,0
,,,,,,1225,9/29/21,0,0,0,0,0
,,,,,,1226,9/29/21,1,0,0,0,0
,,,,,,1227,9/29/21,2,0,0,0,0
,,,,,,1228,9/29/21,3,0,0,0,0
,,,,,,1229,9/29/21,4,0,0,0,0
,,,,,,1230,9/29/21,5,0,0,0,0
,,,,,,1231,9/29/21,6,0,0,0,0
,,,,,,1232,9/29/21,7,0,0,0,0
,,,,,,1233,9/29/21,8,0,0,0,0
,,,,,,1234,9/29/21,9,0,0,0,0
,,,,,,1235,9/29/21,10,0,0,0,0
,,,,,,1236,9/29/21,11,0,0,0,0
,,,,,,1237,9/29/21,12,0,0,0,0
,,,,,,1238,9/29/21,13,0,0,0,0
,,,,,,1239,9/29/21,14,0,0,0,0
,,,,,,1240,9/29/21,15,0,0,0,0
,,,,,,1241,9/29/21,16,0,0,0,0
,,,,,,1242,9/29/21,17,0,0,0,0
,,,,,,1243,9/29/21,18,0,0,0,0
,,,,,,1244,9/29/21,19,0,0,0,0
,,,,,,1245,9/29/21,20,0,0,0,0
,,,,,,1246,9/29/21,21,0,0,0,0
,,,,,,1247,9/29/21,22,0,0,0,0
,,,,,,1248,9/29/21,23,0,0,0,0
,,,,,,1249,9/30/21,0,0,0,0,0
,,,,,,1250,9/30/21,1,0,0,0,0
,,,,,,1251,9/30/21,2,0,0,0,0
,,,,,,1252,9/30/21,3,0,0,0,0
,,,,,,1253,9/30/21,4,0,0,0,0
,,,,,,1254,9/30/21,5,0,0,0,0
,,,,,,1255,9/30/21,6,0,0,0,0
,,,,,,1256,9/30/21,7,0,0,0,0
,,,,,,1257,9/30/21,8,0,0,0,0
,,,,,,1258,9/30/21,9,0,0,0,0
,,,,,,1259,9/30/21,10,0,0,0,0
,,,,,,1260,9/30/21,11,0,0,0,0
,,,,,,1261,9/30/21,12,0,0,0,0
,,,,,,1262,9/30/21,13,0,0,0,0
,,,,,,1263,9/30/21,14,0,0,0,0
,,,,,,1264,9/30/21,15,0,0,0,0
,,,,,,1265,9/30/21,16,0,0,0,0
,,,,,,1266,9/30/21,17,0,0,0,0
,,,,,,1267,9/30/21,18,0,0,0,0
,,,,,,1268,9/30/21,19,0,0,0,0
,,,,,,1269,9/30/21,20,0,0,0,0
,,,,,,1270,9/30/21,21,0,0,0,0
,,,,,,1271,9/30/21,22,0,0,0,0
,,,,,,1272,9/30/21,23,0,0,0,0
,,,,,,1273,10/1/21,0,0,0,0,0
,,,,,,1274,10/1/21,1,0,0,0,0
,,,,,,1275,10/1/21,2,0,0,0,0
,,,,,,1276,10/1/21,3,0,0,0,0
,,,,,,1277,10/1/21,4,0,0,0,0
,,,,,,1278,10/1/21,5,0,0,0,0
,,,,,,1279,10/1/21,6,0,0,0,0
,,,,,,1280,10/1/21,7,0,0,0,0
,,,,,,1281,10/1/21,8,0,0,0,0
,,,,,,1282,10/1/21,9,0,0,0,0
,,,,,,1283,10/1/21,10,0,0,0,0
,,,,,,1284,10/1/21,11,0,0,0,0
,,,,,,1285,10/1/21,12,0,0,0,0
,,,,,,1286,10/1/21,13,0,0,0,0
,,,,,,1287,10/1/21,14,0,0,0,0
,,,,,,1288,10/1/21,15,0,0,0,0
,,,,,,1289,10/1/21,16,0,0,0,0
,,,,,,1290,10/1/21,17,0,0,0,0
,,,,,,1291,10/1/21,18,0,0,0,0
,,,,,,1292,10/1/21,19,0,0,0,0
,,,,,,1293,10/1/21,20,0,0,0,0
,,,,,,1294,10/1/21,21,0,0,0,0
,,,,,,1295,10/1/21,22,0,0,0,0
,,,,,,1296,10/1/21,23,0,0,0,0
,,,,,,1297,10/2/21,0,0,0,0,0
,,,,,,1298,10/2/21,1,0,0,0,0
,,,,,,1299,10/2/21,2,0,0,0,0
,,,,,,1300,10/2/21,3,0,0,0,0
,,,,,,1301,10/2/21,4,0,0,0,0
,,,,,,1302,10/2/21,5,0,0,0,0
,,,,,,1303,10/2/21,6,0,0,0,0
,,,,,,1304,10/2/21,7,0,0,0,0
,,,,,,1305,10/2/21,8,0,0,0,0
,,,,,,1306,10/2/21,9,0,0,0,0
,,,,,,1307,10/2/21,10,0,0,0,0
,,,,,,1308,10/2/21,11,0,0,0,0
,,,,,,1309,10/2/21,12,0,0,0,0
,,,,,,1310,10/2/21,13,0,0,0,0
,,,,,,1311,10/2/21,14,0,0,0,0
,,,,,,1312,10/2/21,15,0,0,0,0
,,,,,,1313,10/2/21,16,0,0,0,0
,,,,,,1314,10/2/21,17,0,0,0,0
,,,,,,1315,10/2/21,18,0,0,0,0
,,,,,,1316,10/2/21,19,0,0,0,0
,,,,,,1317,10/2/21,20,0,0,0,0
,,,,,,1318,10/2/21,21,0,0,0,0
,,,,,,1319,10/2/21,22,0,0,0,0
,,,,,,1320,10/2/21,23,0,0,0,0
,,,,,,1321,10/3/21,0,0,0,0,0
,,,,,,1322,10/3/21,1,0,0,0,0
,,,,,,1323,10/3/21,2,0,0,0,0
,,,,,,1324,10/3/21,3,0,0,0,0
,,,,,,1325,10/3/21,4,0,0,0,0
,,,,,,1326,10/3/21,5,0,0,0,0
,,,,,,1327,10/3/21,6,0,0,0,0
,,,,,,1328,10/3/21,7,0,0,0,0
,,,,,,1329,10/3/21,8,0,0,0,0
,,,,,,1330,10/3/21,9,0,0,0,0
,,,,,,1331,10/3/21,10,0,0,0,0
,,,,,,1332,10/3/21,11,0,0,0,0
,,,,,,1333,10/3/21,12,0,0,0,0
,,,,,,1334,10/3/21,13,0,0,0,0
,,,,,,1335,10/3/21,14,0,0,0,0
,,,,,,1336,10/3/21,15,0,0,0,0
,,,,,,1337,10/3/21,16,0,0,0,0
,,,,,,1338,10/3/21,17,0,0,0,0
,,,,,,1339,10/3/21,18,0,0,0,0
,,,,,,1340,10/3/21,19,0,0,0,0
,,,,,,1341,10/3/21,20,0,0,0,0
,,,,,,1342,10/3/21,21,0,0,0,0
,,,,,,1343,10/3/21,22,0,0,0,0
,,,,,,1344,10/3/21,23,0,0,0,0
,,,,,,1345,10/4/21,0,0,0,0,0
,,,,,,1346,10/4/21,1,0,0,0,0
,,,,,,1347,10/4/21,2,0,0,0,0
,,,,,,1348,10/4/21,3,0,0,0,0
,,,,,,1349,10/4/21,4,0,0,0,0
,,,,,,1350,10/4/21,5,0,0,0,0
,,,,,,1351,10/4/21,6,0,0,0,0
,,,,,,1352,10/4/21,7,0,0,0,0
,,,,,,1353,10/4/21,8,0,0,0,0
,,,,,,1354,10/4/21,9,0,0,0,0
,,,,,,1355,10/4/21,10,0,0,0,0
,,,,,,1356,10/4/21,11,0,0,0,0
,,,,,,1357,10/4/21,12,0,0,0,0
,,,,,,1358,10/4/21,13,0,0,0,0
,,,,,,1359,10/4/21,14,0,0,0,0
,,,,,,1360,10/4/21,15,0,0,0,0
,,,,,,1361,10/4/21,16,0,0,0,0
,,,,,,1362,10/4/21,17,0,0,0,0
,,,,,,1363,10/4/21,18,0,0,0,0
,,,,,,1364,10/4/21,19,0,0,0,0
,,,,,,1365,10/4/21,20,0,0,0,0
,,,,,,1366,10/4/21,21,0,0,0,0
,,,,,,1367,10/4/21,22,0,0,0,0
,,,,,,1368,10/4/21,23,0,0,0,0
,,,,,,1369,10/5/21,0,0,0,0,0
,,,,,,1370,10/5/21,1,0,0,0,0
,,,,,,1371,10/5/21,2,0,0,0,0
,,,,,,1372,10/5/21,3,0,0,0,0
,,,,,,1373,10/5/21,4,0,0,0,0
,,,,,,1374,10/5/21,5,0,0,0,0
,,,,,,1375,10/5/21,6,0,0,0,0
,,,,,,1376,10/5/21,7,0,0,0,0
,,,,,,1377,10/5/21,8,0,0,0,0
,,,,,,1378,10/5/21,9,0,0,0,0
,,,,,,1379,10/5/21,10,0,0,0,0
,,,,,,1380,10/5/21,11,0,0,0,0
,,,,,,1381,10/5/21,12,0,0,0,0
,,,,,,1382,10/5/21,13,0,0,0,0
,,,,,,1383,10/5/21,14,0,0,0,0
,,,,,,1384,10/5/21,15,0,0,0,0
,,,,,,1385,10/5/21,16,0,0,0,0
,,,,,,1386,10/5/21,17,0,0,0,0
,,,,,,1387,10/5/21,18,0,0,0,0
,,,,,,1388,10/5/21,19,0,0,0,0
,,,,,,1389,10/5/21,20,0,0,0,0
,,,,,,1390,10/5/21,21,0,0,0,0
,,,,,,1391,10/5/21,22,0,0,0,0
,,,,,,1392,10/5/21,23,0,0,0,0
,,,,,,1393,10/6/21,0,0,0,0,0
,,,,,,1394,10/6/21,1,0,0,0,0
,,,,,,1395,10/6/21,2,0,0,0,0
,,,,,,1396,10/6/21,3,0,0,0,0
,,,,,,1397,10/6/21,4,0,0,0,0
,,,,,,1398,10/6/21,5,0,0,0,0
,,,,,,1399,10/6/21,6,0,0,0,0
,,,,,,1400,10/6/21,7,0,0,0,0
,,,,,,1401,10/6/21,8,0,0,0,0
,,,,,,1402,10/6/21,9,0,0,0,0
,,,,,,1403,10/6/21,10,0,0,0,0
,,,,,,1404,10/6/21,11,0,0,0,0
,,,,,,1405,10/6/21,12,0,0,0,0
,,,,,,1406,10/6/21,13,0,0,0,0
,,,,,,1407,10/6/21,14,0,0,0,0
,,,,,,1408,10/6/21,15,0,0,0,0
,,,,,,1409,10/6/21,16,0,0,0,0
,,,,,,1410,10/6/21,17,0,0,0,0
,,,,,,1411,10/6/21,18,0,0,0,0
,,,,,,1412,10/6/21,19,0,0,0,0
,,,,,,1413,10/6/21,20,0,0,0,0
,,,,,,1414,10/6/21,21,0,0,0,0
,,,,,,1415,10/6/21,22,0,0,0,0
,,,,,,1416,10/6/21,23,0,0,0,0
,,,,,,1417,10/7/21,0,0,0,0,0
,,,,,,1418,10/7/21,1,0,0,0,0
,,,,,,1419,10/7/21,2,0,0,0,0
,,,,,,1420,10/7/21,3,0,0,0,0
,,,,,,1421,10/7/21,4,0,0,0,0
,,,,,,1422,10/7/21,5,0,0,0,0
,,,,,,1423,10/7/21,6,0,0,0,0
,,,,,,1424,10/7/21,7,0,0,0,0
,,,,,,1425,10/7/21,8,0,0,0,0
,,,,,,1426,10/7/21,9,0,0,0,0
,,,,,,1427,10/7/21,10,0,0,0,0
,,,,,,1428,10/7/21,11,0,0,0,0
,,,,,,1429,10/7/21,12,0,0,0,0
,,,,,,1430,10/7/21,13,0,0,0,0
,,,,,,1431,10/7/21,14,0,0,0,0
,,,,,,1432,10/7/21,15,0,0,0,0
,,,,,,1433,10/7/21,16,0,0,0,0
,,,,,,1434,10/7/21,17,0,0,0,0
,,,,,,1435,10/7/21,18,0,0,0,0
,,,,,,1436,10/7/21,19,0,0,0,0
,,,,,,1437,10/7/21,20,0,0,0,0
,,,,,,1438,10/7/21,21,0,0,0,0
,,,,,,1439,10/7/21,22,0,0,0,0
,,,,,,1440,10/7/21,23,0,0,0,0
,,,,,,1441,10/8/21,0,0,0,0,0
,,,,,,1442,10/8/21,1,0,0,0,0
,,,,,,1443,10/8/21,2,0,0,0,0
,,,,,,1444,10/8/21,3,0,0,0,0
,,,,,,1445,10/8/21,4,0,0,0,0
,,,,,,1446,10/8/21,5,0,0,0,0
,,,,,,1447,10/8/21,6,0,0,0,0
,,,,,,1448,10/8/21,7,0,0,0,0
,,,,,,1449,10/8/21,8,0,0,0,0
,,,,,,1450,10/8/21,9,0,0,0,0
,,,,,,1451,10/8/21,10,0,0,0,0
,,,,,,1452,10/8/21,11,0,0,0,0
,,,,,,1453,10/8/21,12,0,0,0,0
,,,,,,1454,10/8/21,13,0,0,0,0
,,,,,,1455,10/8/21,14,0,0,0,0
,,,,,,1456,10/8/21,15,0,0,0,0
,,,,,,1457,10/8/21,16,0,0,0,0
,,,,,,1458,10/8/21,17,0,0,0,0
,,,,,,1459,10/8/21,18,0,0,0,0
,,,,,,1460,10/8/21,19,0,0,0,0
,,,,,,1461,10/8/21,20,0,0,0,0
,,,,,,1462,10/8/21,21,0,0,0,0
,,,,,,1463,10/8/21,22,0,0,0,0
,,,,,,1464,10/8/21,23,0,0,0,0
,,,,,,1465,10/9/21,0,0,0,0,0
,,,,,,1466,10/9/21,1,0,0,0,0
,,,,,,1467,10/9/21,2,0,0,0,0
,,,,,,1468,10/9/21,3,0,0,0,0
,,,,,,1469,10/9/21,4,0,0,0,0
,,,,,,1470,10/9/21,5,0,0,0,0
,,,,,,1471,10/9/21,6,0,0,0,0
,,,,,,1472,10/9/21,7,0,0,0,0
,,,,,,1473,10/9/21,8,0,0,0,0
,,,,,,1474,10/9/21,9,0,0,0,0
,,,,,,1475,10/9/21,10,0,0,0,0
,,,,,,1476,10/9/21,11,0,0,0,0
,,,,,,1477,10/9/21,12,0,0,0,0
,,,,,,1478,10/9/21,13,0,0,0,0
,,,,,,1479,10/9/21,14,0,0,0,0
,,,,,,1480,10/9/21,15,0,0,0,0
,,,,,,1481,10/9/21,16,0,0,0,0
,,,,,,1482,10/9/21,17,0,0,0,0
,,,,,,1483,10/9/21,18,0,0,0,0
,,,,,,1484,10/9/21,19,0,0,0,0
,,,,,,1485,10/9/21,20,0,0,0,0
,,,,,,1486,10/9/21,21,0,0,0,0
,,,,,,1487,10/9/21,22,0,0,0,0
,,,,,,1488,10/9/21,23,0,0,0,0
,,,,,,1489,10/10/21,0,0,0,0,0
,,,,,,1490,10/10/21,1,0,0,0,0
,,,,,,1491,10/10/21,2,0,0,0,0
,,,,,,1492,10/10/21,3,0,0,0,0
,,,,,,1493,10/10/21,4,0,0,0,0
,,,,,,1494,10/10/21,5,0,0,0,0
,,,,,,1495,10/10/21,6,0,0,0,0
,,,,,,1496,10/10/21,7,0,0,0,0
,,,,,,1497,10/10/21,8,0,0,0,0
,,,,,,1498,10/10/21,9,0,0,0,0
,,,,,,1499,10/10/21,10,0,0,0,0
,,,,,,1500,10/10/21,11,0,0,0,0
,,,,,,1501,10/10/21,12,0,0,0,0
,,,,,,1502,10/10/21,13,0,0,0,0
,,,,,,1503,10/10/21,14,0,0,0,0
,,,,,,1504,10/10/21,15,0,0,0,0
,,,,,,1505,10/10/21,16,0,0,0,0
,,,,,,1506,10/10/21,17,0,0,0,0
,,,,,,1507,10/10/21,18,0,0,0,0
,,,,,,1508,10/10/21,19,0,0,0,0
,,,,,,1509,10/10/21,20,0,0,0,0
,,,,,,1510,10/10/21,21,0,0,0,0
,,,,,,1511,10/10/21,22,0,0,0,0
,,,,,,1512,10/10/21,23,0,0,0,0
,,,,,,1513,10/11/21,0,0,0,0,0
,,,,,,1514,10/11/21,1,0,0,0,0
,,,,,,1515,10/11/21,2,0,0,0,0
,,,,,,1516,10/11/21,3,0,0,0,0
,,,,,,1517,10/11/21,4,0,0,0,0
,,,,,,1518,10/11/21,5,0,0,0,0
,,,,,,1519,10/11/21,6,0,0,0,0
,,,,,,1520,10/11/21,7,0,0,0,0
,,,,,,1521,10/11/21,8,0,0,0,0
,,,,,,1522,10/11/21,9,0,0,0,0
,,,,,,1523,10/11/21,10,0,0,0,0
,,,,,,1524,10/11/21,11,0,0,0,0
,,,,,,1525,10/11/21,12,0,0,0,0
,,,,,,1526,10/11/21,13,0,0,0,0
,,,,,,1527,10/11/21,14,0,0,0,0
,,,,,,1528,10/11/21,15,0,0,0,0
,,,,,,1529,10/11/21,16,0,0,0,0
,,,,,,1530,10/11/21,17,0,0,0,0
,,,,,,1531,10/11/21,18,0,0,0,0
,,,,,,1532,10/11/21,19,0,0,0,0
,,,,,,1533,10/11/21,20,0,0,0,0
,,,,,,1534,10/11/21,21,0,0,0,0
,,,,,,1535,10/11/21,22,0,0,0,0
,,,,,,1536,10/11/21,23,0,0,0,0
,,,,,,1537,10/12/21,0,0,0,0,0
,,,,,,1538,10/12/21,1,0,0,0,0
,,,,,,1539,10/12/21,2,0,0,0,0
,,,,,,1540,10/12/21,3,0,0,0,0
,,,,,,1541,10/12/21,4,0,0,0,0
,,,,,,1542,10/12/21,5,0,0,0,0
,,,,,,1543,10/12/21,6,0,0,0,0
,,,,,,1544,10/12/21,7,0,0,0,0
,,,,,,1545,10/12/21,8,0,0,0,0
,,,,,,1546,10/12/21,9,0,0,0,0
,,,,,,1547,10/12/21,10,0,0,0,0
,,,,,,1548,10/12/21,11,0,0,0,0
,,,,,,1549,10/12/21,12,0,0,0,0
,,,,,,1550,10/12/21,13,0,0,0,0
,,,,,,1551,10/12/21,14,0,0,0,0
,,,,,,1552,10/12/21,15,0,0,0,0
,,,,,,1553,10/12/21,16,0,0,0,0
,,,,,,1554,10/12/21,17,0,0,0,0
,,,,,,1555,10/12/21,18,0,0,0,0
,,,,,,1556,10/12/21,19,0,0,0,0
,,,,,,1557,10/12/21,20,0,0,0,0
,,,,,,1558,10/12/21,21,0,0,0,0
,,,,,,1559,10/12/21,22,0,0,0,0
,,,,,,1560,10/12/21,23,0,0,0,0
,,,,,,1561,10/13/21,0,0,0,0,0
,,,,,,1562,10/13/21,1,0,0,0,0
,,,,,,1563,10/13/21,2,0,0,0,0
,,,,,,1564,10/13/21,3,0,0,0,0
,,,,,,1565,10/13/21,4,0,0,0,0
,,,,,,1566,10/13/21,5,0,0,0,0
,,,,,,1567,10/13/21,6,0,0,0,0
,,,,,,1568,10/13/21,7,0,0,0,0
,,,,,,1569,10/13/21,8,0,0,0,0
,,,,,,1570,10/13/21,9,0,0,0,0
,,,,,,1571,10/13/21,10,0,0,0,0
,,,,,,1572,10/13/21,11,0,0,0,0
,,,,,,1573,10/13/21,12,0,0,0,0
,,,,,,1574,10/13/21,13,0,0,0,0
,,,,,,1575,10/13/21,14,0,0,0,0
,,,,,,1576,10/13/21,15,0,0,0,0
,,,,,,1577,10/13/21,16,0,0,0,0
,,,,,,1578,10/13/21,17,0,0,0,0
,,,,,,1579,10/13/21,18,0,0,0,0
,,,,,,1580,10/13/21,19,0,0,0,0
,,,,,,1581,10/13/21,20,0,0,0,0
,,,,,,1582,10/13/21,21,0,0,0,0
,,,,,,1583,10/13/21,22,0,0,0,0
,,,,,,1584,10/13/21,23,0,0,0,0
,,,,,,1585,10/14/21,0,0,0,0,0
,,,,,,1586,10/14/21,1,0,0,0,0
,,,,,,1587,10/14/21,2,0,0,0,0
,,,,,,1588,10/14/21,3,0,0,0,0
,,,,,,1589,10/14/21,4,0,0,0,0
,,,,,,1590,10/14/21,5,0,0,0,0
,,,,,,1591,10/14/21,6,0,0,0,0
,,,,,,1592,10/14/21,7,0,0,0,0
,,,,,,1593,10/14/21,8,0,0,0,0
,,,,,,1594,10/14/21,9,0,0,0,0
,,,,,,1595,10/14/21,10,0,0,0,0
,,,,,,1596,10/14/21,11,0,0,0,0
,,,,,,1597,10/14/21,12,0,0,0,0
,,,,,,1598,10/14/21,13,0,0,0,0
,,,,,,1599,10/14/21,14,0,0,0,0
,,,,,,1600,10/14/21,15,0,0,0,0
,,,,,,1601,10/14/21,16,0,0,0,0
,,,,,,1602,10/14/21,17,0,0,0,0
,,,,,,1603,10/14/21,18,0,0,0,0
,,,,,,1604,10/14/21,19,0,0,0,0
,,,,,,1605,10/14/21,20,0,0,0,0
,,,,,,1606,10/14/21,21,0,0,0,0
,,,,,,1607,10/14/21,22,0,0,0,0
,,,,,,1608,10/14/21,23,0,0,0,0
,,,,,,1609,10/15/21,0,0,1,0,0
,,,,,,1610,10/15/21,1,0,1,0,0
,,,,,,1611,10/15/21,2,0,1,0,0
,,,,,,1612,10/15/21,3,0,1,0,0
,,,,,,1613,10/15/21,4,0,1,0,0
,,,,,,1614,10/15/21,5,0,1,0,0
,,,,,,1615,10/15/21,6,0,1,0,0
,,,,,,1616,10/15/21,7,0,1,0,0
,,,,,,1617,10/15/21,8,0,1,0,0
,,,,,,1618,10/15/21,9,0,1,0,0
,,,,,,1619,10/15/21,10,0,1,0,0
,,,,,,1620,10/15/21,11,0,1,0,0
,,,,,,1621,10/15/21,12,0,1,0,0
,,,,,,1622,10/15/21,13,0,1,0,0
,,,,,,1623,10/15/21,14,0,1,0,0
,,,,,,1624,10/15/21,15,0,1,0,0
,,,,,,1625,10/15/21,16,0,1,0,0
,,,,,,1626,10/15/21,17,0,1,0,0
,,,,,,1627,10/15/21,18,0,1,0,0
,,,,,,1628,10/15/21,19,0,1,0,0
,,,,,,1629,10/15/21,20,0,1,0,0
,,,,,,1630,10/15/21,21,0,1,0,0
,,,,,,1631,10/15/21,22,0,1,0,0
,,,,,,1632,10/15/21,23,0,1,0,0
,,,,,,1633,10/16/21,0,1,1,0,0
,,,,,,1634,10/16/21,1,1,1,0,0
,,,,,,1635,10/16/21,2,1,1,0,0
,,,,,,1636,10/16/21,3,1,1,0,0
,,,,,,1637,10/16/21,4,1,1,0,0
,,,,,,1638,10/16/21,5,1,1,0,0
,,,,,,1639,10/16/21,6,1,1,0,0
,,,,,,1640,10/16/21,7,1,1,0,0
,,,,,,1641,10/16/21,8,1,1,0,0
,,,,,,1642,10/16/21,9,1,1,0,0
,,,,,,1643,10/16/21,10,1,1,0,0
,,,,,,1644,10/16/21,11,1,1,0,0
,,,,,,1645,10/16/21,12,1,1,0,0
,,,,,,1646,10/16/21,13,1,1,0,0
,,,,,,1647,10/16/21,14,1,1,0,0
,,,,,,1648,10/16/21,15,1,1,0,0
,,,,,,1649,10/16/21,16,1,1,0,0
,,,,,,1650,10/16/21,17,1,1,0,0
,,,,,,1651,10/16/21,18,1,1,0,0
,,,,,,1652,10/16/21,19,1,1,0,0
,,,,,,1653,10/16/21,20,1,1,0,0
,,,,,,1654,10/16/21,21,1,1,0,0
,,,,,,1655,10/16/21,22,1,1,0,0
,,,,,,1656,10/16/21,23,1,1,0,0
,,,,,,1657,10/17/21,0,1,1,0,0
,,,,,,1658,10/17/21,1,1,1,0,0
,,,,,,1659,10/17/21,2,1,1,0,0
,,,,,,1660,10/17/21,3,1,1,0,0
,,,,,,1661,10/17/21,4,1,1,0,0
,,,,,,1662,10/17/21,5,1,1,0,0
,,,,,,1663,10/17/21,6,1,1,0,0
,,,,,,1664,10/17/21,7,1,1,0,0
,,,,,,1665,10/17/21,8,1,1,0,0
,,,,,,1666,10/17/21,9,1,1,0,0
,,,,,,1667,10/17/21,10,1,1,0,0
,,,,,,1668,10/17/21,11,1,1,0,0
,,,,,,1669,10/17/21,12,1,1,0,0
,,,,,,1670,10/17/21,13,1,1,0,0
,,,,,,1671,10/17/21,14,1,1,0,0
,,,,,,1672,10/17/21,15,1,1,0,0
,,,,,,1673,10/17/21,16,1,1,0,0
,,,,,,1674,10/17/21,17,1,1,0,0
,,,,,,1675,10/17/21,18,1,1,0,0
,,,,,,1676,10/17/21,19,1,1,0,0
,,,,,,1677,10/17/21,20,1,1,0,0
,,,,,,1678,10/17/21,21,1,1,0,0
,,,,,,1679,10/17/21,22,1,1,0,0
,,,,,,1680,10/17/21,23,1,1,0,0
,,,,,,1681,10/18/21,0,1,1,0,0
,,,,,,1682,10/18/21,1,1,1,0,0
,,,,,,1683,10/18/21,2,1,1,0,0
,,,,,,1684,10/18/21,3,1,1,0,0
,,,,,,1685,10/18/21,4,1,1,0,0
,,,,,,1686,10/18/21,5,1,1,0,0
,,,,,,1687,10/18/21,6,1,1,0,0
,,,,,,1688,10/18/21,7,1,1,0,0
,,,,,,1689,10/18/21,8,1,1,0,0
,,,,,,1690,10/18/21,9,1,1,0,0
,,,,,,1691,10/18/21,10,1,1,0,0
,,,,,,1692,10/18/21,11,1,1,0,0
,,,,,,1693,10/18/21,12,1,1,0,0
,,,,,,1694,10/18/21,13,1,1,0,0
,,,,,,1695,10/18/21,14,1,1,0,0
,,,,,,1696,10/18/21,15,1,1,0,0
,,,,,,1697,10/18/21,16,1,1,0,0
,,,,,,1698,10/18/21,17,1,1,0,0
,,,,,,1699,10/18/21,18,1,1,0,0
,,,,,,1700,10/18/21,19,1,1,0,0
,,,,,,1701,10/18/21,20,1,1,0,0
,,,,,,1702,10/18/21,21,1,1,0,0
,,,,,,1703,10/18/21,22,1,1,0,0
,,,,,,1704,10/18/21,23,1,1,0,0
,,,,,,1705,10/19/21,0,1,1,0,0
,,,,,,1706,10/19/21,1,1,1,0,0
,,,,,,1707,10/19/21,2,1,1,0,0
