Path,Total
HL_to_IME,-2630.9747012130756
HL_to_JL,1000.2606818840018
IME_to_JL,-1029.5014003443218
IME_to_LN,3841.5264378840357
JL_to_LN,1395.8249842424084
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
