Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.7931853573293204e6,5.467847195359121e6,3.0887979956148057e6,802.0,191774.53352524037,0.0
IME,2.340135018496245e6,6.693380892679138e6,1.0104848722113602e7,0.0,30241.176032000014,0.0
JL,1.3793072648371682e6,3.7959665867433436e6,5.126809945435137e6,0.0,743699.8977375006,0.0
LN,1.8341269973758769e6,9.748916931045145e6,8.08308368665438e6,300.0,162790.26806784002,6.776905655788377e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
