Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,626493.8647876678,0.11231557652603716
IME,1.5163926692999998e7,2.5165105234970544e6,0.1659537515872278
JL,9.363135e6,2.7541883025791715e6,0.29415236484138824
LN,9.926800915000001e6,9590.230969743163,0.0009660948226786477
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,5.906782921833637e6,0.14755211767954732
