Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,128843.40000000005,944878.3231391362,228489.40000000008,4843.0,50448.80920799997,
IME,1129.4331033259803,83084.39999999998,3.0597634782632166e6,158661.17999999996,,11131.038071999996,
JL,2128.9308161285917,91254.04000000001,901408.3436212392,226332.75,,160630.32360648026,
LN,2764.705013390116,148089.18,3.535958036419075e6,172811.25999999998,1100.0,42064.29359999999,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
