Path,Total
HL_to_IME,-2628.0375672567675
HL_to_JL,995.8529674690919
IME_to_JL,-1029.4565821215817
IME_to_LN,3841.2389179944516
JL_to_LN,1400.984623736489
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
