Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.8176609139746667e6,5.465062758152169e6,3.0655682355534136e6,802.0000000000003,191468.6980867999,0.0
IME,2.3519931904369276e6,6.702616582237231e6,1.0075578756666493e7,0.0,30360.44709440001,0.0
JL,1.379884439620616e6,3.7692859660269516e6,5.155864168786824e6,0.0,746621.0608157674,0.0
LN,1.833995838484488e6,9.741780330678673e6,8.083560210300002e6,300.00000000000017,162790.26806784002,6.779264443007371e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
