Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,634178.7702298153,0.11369329885309523
IME,1.5163926692999998e7,2.5344704901988576e6,0.16713813918454412
JL,9.363135e6,2.7190131868583374e6,0.2903955979336341
LN,9.926800915000001e6,7471.618649536453,0.0007526713503689172
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,5.895134065936547e6,0.14726112791762358
