Region,Week1,Week2,Week3,Week4
HL,0.0022661700777185704,0.0688879269383559,0.04153422677118972,1.1810533835560045e-16
IME,0.002188553857057355,0.08546706142529639,0.040775080577720786,0.016719849703590972
JL,0.420103439484701,0.36253308547553054,0.0994241373868641,0.21515876722042857
LN,0.00017435830306514646,4.4105363896588847e-16,0.0016420066747716005,1.2569726951705312e-16
SD,,,,
JB,,,,
