Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,41976.02330557356,0.008729513489787226
IME,8.324569365000001e6,53768.47066553682,0.006459009266185244
JL,8.140845e6,44501.74224328494,0.0054664770356498546
LN,6.592411239999999e6,584.179803379986,8.861398085050077e-5
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,140830.4160177753,0.005053781640339222
