Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,151351.5939676713,536968.1027907926,1.360441765229996e6,735955.0867126771,367.0,47577.41816855222,
IME,449539.8486756612,769870.7757497282,2.198854792469291e6,1.90690077662955e6,,7446.139097600009,
JL,160503.3057685733,426543.74915104575,1.2416890524563056e6,1.0833238168606942e6,,183397.28521388673,
LN,177391.57445682437,421857.7817260126,3.127910685659679e6,1.7842472251645871e6,300.0,40697.56701695999,1.6865804006700208e6
SD,,,0.0,,,,
JB,,,0.0,,,,
