Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,118752.01175585389,1.2949981861294382e6,134943.4008263268,5826.880977598498,53538.57523792008,
IME,19383.43007715946,101005.3642542067,2.224534787577968e6,688357.5578748919,,11821.576536000011,
JL,3393.5285483287607,107585.24000000003,908307.698992616,180088.65000000002,,146352.07263600003,
LN,5558.301165559799,144027.02709545457,2.690299182353403e6,304587.2150837475,7836.476349999999,50960.632799999985,882434.8458866177
SD,,,0.0,,,,
JB,,,0.0,,,,
