Region,Week1,Week2,Week3,Week4
HL,-4.2366458927635706e-16,0.05591217009268282,0.022031180220254198,1.1810533835560045e-16
IME,0.004072628813537351,0.08351693985527885,0.02304043787198052,0.0040259852837024965
JL,0.42108867700091335,0.2811327803621132,0.03756290153144149,0.18934489315888423
LN,0.0021743744730351186,4.4105363896588847e-16,0.0,1.2569726951705312e-16
SD,,,,
JB,,,,
