Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.144137421554283e6,5.666828035852678e6,2.604584348526599e6,448.0000000000002,255874.08425849766,0.0
IME,2.938486419642348e6,1.0548071384098027e7,5.181713480493532e6,0.0,26070.583979519994,0.0
JL,1.48457567362407e6,3.296940192693293e6,5.054641496811367e6,0.0,1.3239502336578355e6,0.0
LN,1.9430648583872821e6,1.2753170211951312e7,4.645469202665453e6,240.0,288795.34639871994,6.986682162897989e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
