Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,2389.507550858638,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,7598.512487620441,0.0,0.0,0.0,0.0
