Path,Total
HL_to_IME,-2523.3470513688553
HL_to_JL,969.1182449216548
IME_to_JL,-1076.831959305866
IME_to_LN,3752.8405986594194
JL_to_LN,1432.2172630942914
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
