Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.165821874110091e6,5.1191115357085895e6,2.602439888523783e6,0.0,256653.22561949986,0.0
IME,2.921642810047896e6,1.0330101053924235e7,5.176204569706082e6,0.0,26345.42447328,0.0
JL,1.4625174628911305e6,3.068226063260814e6,4.950418781277716e6,0.0,1.3248556522476613e6,0.0
LN,1.9439236454892189e6,1.1638984049570343e7,4.645988710455542e6,450.0,288795.34639872,6.974869315125918e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
