Region,Week1,Week2,Week3,Week4
HL,6.520017524023283e-16,0.011967004354938254,0.007963394727013516,4.588882436753294e-16
IME,9.183579759382037e-5,0.04005137748628036,0.01702456538524527,0.003461646248835813
JL,0.29560014887106356,0.1610155465545121,0.11741094138845053,0.18187444489863527
LN,0.0012682704297893748,3.8861710328280834e-16,5.282916910248415e-16,5.528742081175606e-16
SD,,,,
JB,,,,
