Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.446976992e6,1.2205157811075067e6,226461.21089249355,0.15650643524019042
IME,3.910038782e6,2.811499347801554e6,1.098539434198446e6,0.2809535903468811
JL,3.68535e6,2.0373534627827557e6,1.6479965372172443e6,0.44717504096415384
LN,2.301668415e6,2.30147380548057e6,194.6095194297377,8.455150105960754e-5
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
