Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,144015.30698895955,534376.3407303221,1.2662424690238438e6,732985.4241111131,261.0,48655.35876959996,
IME,375092.69384600996,725714.8955383704,2.11919160976477e6,1.9189774030513384e6,,7710.345644800003,
JL,119995.88588706273,417919.92712386313,1.1155080544410823e6,1.072751760289316e6,,194948.83883546008,
LN,177480.00464009863,422786.98,2.8634483764708415e6,1.7896448590874535e6,0.0,40697.56701696,1.657956506969241e6
SD,,,0.0,,,,
JB,,,0.0,,,,
