Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,110690.61531857106,492845.29999999993,1.7832267347206043e6,380499.01172765315,0.0,64354.83866279995,
IME,267068.7815141323,647031.1301106835,3.4207026966349212e6,633313.2402882184,,6596.171850239999,
JL,144514.328122174,367413.1040131074,1.2608519416582559e6,974880.540117744,,338528.52505368704,
LN,123380.70782175587,463078.165,3.5518143075509393e6,1.2633830999999992e6,0.0,72198.83659968,1.750891291371253e6
SD,,,0.0,,,,
JB,,,0.0,,,,
