Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.949745244905855e6,3.7628275056286617e6,3.1858811454957845e6,87.0,193721.7769695999,0.0
IME,2.452004411511041e6,7.245923789341915e6,1.0281152965707935e7,0.0,30776.024704000014,0.0
JL,1.5447605013395683e6,3.66922929439888e6,6.051816042027926e6,0.0,769289.1304944206,0.0
LN,1.8293029008331927e6,9.326157750567805e6,8.079581936293131e6,150.0,162790.26806784002,6.718410246296545e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
