Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,427059.68100159266,0.076561730255692
IME,1.5163926692999998e7,2.297789904149629e6,0.15153000609072712
JL,9.363135e6,1.6878407650199428e6,0.18026449100861439
LN,9.926800915000001e6,16339.976254916517,0.001646046535518388
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,4.429030326426081e6,0.11063768765151025
