Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,85348.2,84180.6,1167.5999999999913,0.013680429112740412
IME,78415.34400000001,70581.58031912289,7833.76368087712,0.09990090307934017
JL,67892.12,67892.12,0.0,0.0
LN,116933.14,116933.14,0.0,0.0
SD,0,0,,
JB,0,0,,
