STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
74.86803894680315,0.0,11642.0,10114.04,0.0,334.24742272000003,10425.0
0.0,0.0,11256.5,10244.824999999999,0.0,156.40493366817122,10425.0
0.0,0.0,10058.0,11160.32,0.0,0.0,10425.0
0.0,0.0,10058.0,12468.169999999998,0.0,0.0,10425.0
0.0,15.455,10058.0,13034.904999999999,0.0,0.0,10425.0
1045.760565406538,680.02,11754.877632418466,7977.885,0.0,0.0,10425.0
3140.507525427498,2040.0600000000002,13020.0,3879.955,0.0,1297.079602651829,10425.0
0.0,4018.3,11867.857528079321,6975.2,0.0,0.0,10425.0
0.0,6382.914999999999,10058.0,8675.405,0.0,0.0,10425.0
0.0,7959.324999999999,10871.0,7454.745000000001,0.0,354.2817886451926,10425.0
126.35472921374298,8531.16,11967.320502530774,6321.275,0.0,614.7079022348075,10425.0
0.0,8392.065,11975.744678946798,6234.084999999999,0.0,242.24742272000003,10425.0
0.0,8283.880000000001,10603.737008692475,6757.225,0.0,242.24742272000003,10425.0
0.0,8175.6950000000015,10371.745311965004,7672.719999999999,0.0,190.02938175999972,10425.0
0.0,7279.304999999999,10148.380973725,9111.355,0.0,0.0,10425.0
0.0,5671.984999999999,10058.0,11683.460000000001,0.0,0.0,10425.0
0.0,3771.02,10058.0,14865.895,0.0,0.0,10425.0
0.0,1916.4199999999983,10058.0,16042.96,0.0,0.0,10425.0
0.0,556.3799999999992,10058.0,14386.35,0.0,0.0,10425.0
0.0,0.0,10058.0,15824.984999999999,0.0,0.0,10425.0
0.0,0.0,10058.0,16696.885000000002,0.0,0.0,10425.0
658.4782148506822,0.0,13020.0,15432.63,0.0,242.2474227199998,10425.0
657.1965742372761,0.0,13020.0,13034.904999999999,0.0,242.2474227199998,10425.0
0.0,0.0,13020.0,10811.56,0.0,445.78931695727624,10425.0
323.87810092958875,0.0,13020.0,9547.305,0.0,38.705528482723594,10425.0
0.0,0.0,13020.0,8501.025,0.0,516.1691594123049,10425.0
537.6275273569256,0.0,13020.0,7454.745000000001,0.0,88.38150205538273,10425.0
0.0,0.0,13020.0,7716.315,0.0,364.43902941231227,10425.0
0.0,0.0,12904.89402941231,8195.86,0.0,0.0,10425.0
3325.0,587.29,13020.0,4359.5,0.0,540.1514241875018,10425.0
1250.0582529350015,1777.325,12995.5,6059.705000000001,0.0,1692.2934212524985,10425.0
0.0,3647.3799999999997,9200.599999999999,11073.130000000001,0.0,0.0,10425.0
0.0,5223.789999999999,9200.599999999999,14255.565,0.0,311.20453903330235,10425.0
0.0,5996.54,9200.599999999999,18222.71,0.0,0.0,10425.0
0.0,5733.805,9200.599999999999,22930.97,0.0,0.0,10425.0
0.0,5022.875,9200.599999999999,26505.76,0.0,0.0,10425.0
0.0,3941.025,9200.599999999999,27377.66,0.0,97.81677824075564,10425.0
0.0,3276.459999999999,9200.599999999999,25764.645,0.0,23.255487205941336,10425.0
0.0,2750.99,9200.599999999999,22930.97,0.0,0.0,10425.0
0.0,2086.425,9200.599999999999,19225.395,0.0,0.0,10425.0
0.0,1329.1299999999999,11895.201601666507,13819.615,0.0,242.2474227199998,10425.0
4676.14661632487,587.289999999999,12610.0,8936.975,0.0,242.2474227199998,10425.0
5332.841188294662,123.64,12610.0,7018.795,0.0,484.44484544000034,10425.0
5241.561871666502,0.0,12610.0,8021.48,0.0,242.24742272000003,10425.0
4236.818766226509,0.0,12610.0,8893.38,0.0,726.7422681600001,10425.0
8333.55279740818,0.0,12610.0,8457.43,0.0,0.0,10425.0
6861.281200326865,0.0,12610.0,7716.315,0.0,0.0,10425.0
3192.8443155579844,0.0,12610.0,7672.719999999999,0.0,1211.2871135999997,10425.0
2269.144529297325,0.0,12610.0,8108.67,0.0,0.0,10425.0
455.162339043,0.0,12610.0,9024.164999999999,0.0,0.0,10425.0
0.0,0.0,11179.207809043,9983.255000000001,0.0,0.0,10425.0
0.0,0.0,10917.637809043004,10244.824999999999,0.0,0.0,10425.0
0.0,0.0,10830.447809043002,10332.015,0.0,0.0,10425.0
631.1526163343178,293.645,12610.0,8108.67,0.0,242.2474227199998,10425.0
3187.2927031772915,1035.4850000000001,12610.0,5405.779999999999,0.0,1587.2322961313569,10425.0
0.0,2380.0699999999997,12610.0,7672.719999999999,0.0,645.2125493086435,10425.0
0.0,5084.695000000001,9200.599999999999,11596.27,0.0,125.06516024120648,10425.0
0.0,7742.955,9200.599999999999,15432.63,0.0,0.0,10425.0
0.0,8979.355,9200.599999999999,18789.445,0.0,0.0,10425.0
0.0,8500.25,9200.599999999999,21492.335,0.0,0.0,10425.0
0.0,7928.415,9200.599999999999,23497.705,0.0,0.0,10188.081585358792
0.0,6367.46,9200.599999999999,24151.63,0.0,0.0,10425.0
0.0,5069.239999999998,9200.599999999999,23192.54,0.0,307.21164423879327,10425.0
0.0,4002.8450000000003,9200.599999999999,20576.84,0.0,0.0,10425.0
0.0,2565.529999999999,9200.599999999999,17612.38,0.0,0.0,10425.0
0.0,1220.9449999999997,10186.627256700287,14735.11,0.0,242.2474227199998,10425.0
0.0,324.555,12243.057766700287,12947.715,0.0,242.2474227199998,10425.0
368.9609745004821,0.0,11493.657567209815,13252.88,0.0,1454.5394777099973,10425.0
3020.584797581355,0.0,10485.5,13034.904999999999,0.0,0.0,10425.0
3325.0,0.0,12610.0,12468.169999999998,0.0,1020.1527904500031,10425.0
3325.0,0.0,11404.476119269557,12075.815,0.0,242.24742272000003,10425.0
1907.7359892695586,0.0,10485.5,11727.055,0.0,242.24742272000003,10425.0
0.0,0.0,10485.5,11770.650000000001,0.0,88.63115729781748,10425.0
0.0,0.0,9672.5,12991.31,0.0,0.0,10425.0
0.0,0.0,9672.5,14604.325,0.0,0.0,10425.0
0.0,0.0,9200.599999999999,19356.18,0.0,0.0,10425.0
0.0,15.455,9200.599999999999,18658.66,0.0,0.0,10425.0
0.0,757.2950000000001,9672.5,13034.904999999999,0.0,0.0,10425.0
0.0,2333.705,11373.572457773496,9285.735,0.0,101.39822446218227,10425.0
0.0,4481.95,10296.073376135684,8936.974999999999,0.0,0.0,10425.0
0.0,6630.195,11290.311629382017,6452.0599999999995,0.0,242.2474227199998,10425.0
741.4922346097051,8330.245,13059.75,3400.41,0.0,968.9396908800004,10425.0
2794.9636922356844,9582.1,13059.75,1918.1799999999998,0.0,0.0,10425.0
2356.6374572978184,9922.11,13059.75,1351.4449999999997,0.0,0.0,10425.0
1661.640337552148,9829.380000000001,13059.75,1220.6599999999999,0.0,0.04999999999949978,10425.0
2342.5517470500085,9149.359999999999,13059.75,1220.66,0.0,484.44484544000034,10425.0
4268.589892490006,7696.59,13059.75,1351.4449999999997,0.0,0.04999999999949978,10425.0
5386.137724075685,5965.63,13059.75,1656.6099999999997,0.0,726.6922681600004,10425.0
7369.754925449011,3941.0250000000005,13059.75,2354.13,0.0,0.0,10425.0
