Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.8941968359548098e6,3.75602051525851e6,3.141645931251833e6,87.0000000000001,193374.20923319992,0.0
IME,2.488538289196619e6,7.286882551184839e6,1.041521675856113e7,0.0,30511.76815680001,0.0
JL,1.5417088652920052e6,3.6841682056374135e6,5.980519190715754e6,0.0,757510.079122997,0.0
LN,1.8327645161679275e6,9.318106369853936e6,8.079223777629677e6,150.0,162790.26806784002,6.710975988111168e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
