Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,533242.0479931921,0.09559772475757383
IME,1.5163926692999998e7,2.144239224319496e6,0.1414039560946522
JL,9.363135e6,1.765497305591371e6,0.18855835204676327
LN,9.926800915000001e6,14812.621202396578,0.0014921847762670252
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,4.457791199106455e6,0.11135613756349441
