Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,109276.94633151837,491226.31275209086,1.5630334756497755e6,379637.54462038015,48.0,64354.83866279996,
IME,271449.28291751666,644713.0582351801,3.2593638092699237e6,628499.4888273963,,6596.171850239998,
JL,152119.42725074475,356817.84863481106,1.1113495640800144e6,945448.4359893906,,336866.63507244026,
LN,137205.49836570356,463078.165,2.943611154306865e6,1.2633830999999992e6,0.0,72198.83659968001,1.7501205792139564e6
SD,,,0.0,,,,
JB,,,0.0,,,,
