Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,82128.97369404632,0.019157623361350778
IME,1.1908905876000002e7,934164.4264872937,0.07844250649171002
JL,5.472927489999999e6,673.1059798573842,0.00012298828754579103
LN,7.029336200000001e6,9365.713311170592,0.0013323752122100221
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,1.026332219472368e6,0.03576296964551853
