Path,Total
HL_to_IME,-3755.275133277346
HL_to_JL,3125.581438104824
IME_to_JL,-797.1693778620594
IME_to_LN,10442.10935673876
JL_to_LN,3131.16320566614
IME_to_SD,5577.475279149877
LN_to_JB,4808.424576696
