Week,Share
1,0.13901984264828107
2,0.23315798818717115
3,0.2928283671829257
4,0.15457785375447078
5,0.20510439854752802
6,0.21762337555450675
7,0.28449279216160694
8,0.3027794669167912
9,0.30259020366850087
10,0.3452534946187105
11,0.24847571492110349
12,0.23900716303198904
13,0.24697012943554722
