Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4060065425941146e6,1.799183928455382e7,2.798877133711839e6,149201.7846951877,536492.4906406254,0.0
IME,951796.3354101208,2.330442297440701e7,1.001876273683714e7,0.0,146131.90573972926,0.0
JL,1.24403954e6,1.1857194182024965e7,4.228214844020142e6,0.0,1.414751863699672e6,0.0
LN,1.689893756856168e6,2.8517995514684446e7,5.330076729832662e6,53590.54853391413,581440.3687199997,1.0654391289956057e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
