Region,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12
HL,-4.0723704144614916e-16,-2.9755323259500467e-16,-4.20321630193285e-17,5.117726589479533e-16,0.011057812249039962,0.0007967336639006687,0.0027786035000635103,0.0008411631442282414,-2.6810976591601717e-16,-5.214240949249228e-16,0.0056215705016435915,0.004654451476144806
IME,1.805854968893353e-16,2.7499409319313186e-16,-3.6182491053000486e-16,2.515042333975449e-16,0.0018728990564455582,0.001759862558785339,0.0025091878337460158,-1.6570355388148042e-16,3.730479245873755e-16,-1.286158786044892e-16,-2.3268361817446287e-16,0.001308834360985917
JL,-1.374608360917674e-16,-1.7334397376390384e-16,0.0,-1.1268589935156845e-16,0.0007628429538736025,0.0008021876349485573,0.0021167255399823733,3.518863517589548e-16,-5.5190620393355885e-17,-1.34035411502027e-16,2.9626579603200327e-17,7.205592623373873e-5
LN,9.069426784436227e-17,1.1353970622886461e-16,7.896733774163713e-17,1.0661184653656082e-16,0.0027843103673579886,0.0,0.0007522293031681856,1.3054847345329366e-16,3.2734559040388543e-16,0.0,0.0,0.00011881492310987755
SD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
