Region,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12
HL,-3.821249098216421e-16,-4.781191601444634e-16,-1.2955762098848227e-16,2.0725983691818626e-16,0.018918699096880338,0.000778513040093189,0.0008610792192876634,0.0011429490704306865,-3.201881980987197e-16,-7.610901994613371e-16,0.009066092758450281,0.006352702733246641
IME,1.834338459901389e-16,2.011250495005444e-16,-3.875997128907881e-16,2.3317563166442977e-16,0.0016166346127044731,0.001749058846346295,0.0016212753482488585,-1.9314138341031806e-16,3.997730790600712e-16,-1.3724484581030693e-16,-2.1635263020425426e-16,0.0012890920289617806
JL,-1.2858868394756706e-16,-2.031313564778986e-16,-2.0823199039635756e-16,-2.2194410761983082e-16,0.001218566522654001,0.0010379683162109268,0.0022997300775076967,6.75666301691351e-16,0.0,-2.1898181745270727e-16,1.5917497210967244e-16,8.943743851129133e-5
LN,1.684139705753763e-16,0.0,0.0,2.1699046148045486e-16,0.004086809470123583,-1.9517041252376956e-16,0.0006109723445170314,2.1622380361449048e-16,3.596058430202582e-16,0.0,0.0,0.00014183683495777873
SD,,,,,,,,,,,,
JB,,,,,,,,,,,,
