Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,2296.4441007516207,0.0,222.70904822269154,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,6717.778849940452,0.0,0.0,0.0,0.0
