Path,Total
HL_to_IME,-2472.616370032753
HL_to_JL,995.9415931579922
IME_to_JL,-1077.46843952767
IME_to_LN,3786.4729825555555
JL_to_LN,1439.2068971257015
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
