Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,102704.78683607714,427770.18477653974,1.1594230734145208e6,768849.9904291771,174.0,48422.89103319998,
IME,240904.74263950816,538943.733,1.6950853252987578e6,2.2449830383375008e6,,7340.987769600006,
JL,105238.05604615179,262482.99227711535,365237.6083302791,1.734051758557589e6,,167016.86894037292,
LN,171993.56681255228,545051.4850000001,1.858778932146931e6,1.7544651744979005e6,300.00000000000034,40697.56701696,1.7201514514576118e6
SD,,,0.0,,,,
JB,,,0.0,,,,
