Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.446976992e6,1.2246995299085625e6,222277.46209143766,0.1536150632113421
IME,3.910038782e6,2.8084604644760382e6,1.101578317523962e6,0.2817307906497286
JL,3.68535e6,2.0388452524221116e6,1.6465047475778884e6,0.44677025182896835
LN,2.301668415e6,2.30147380548057e6,194.6095194297377,8.455150105960754e-5
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
