Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,84609.00000000001,527753.5780051403,261597.15000000008,4872.0,55289.86108799996,
IME,3542.734516813688,77450.68800000001,2.8009927319017593e6,863432.16546909,,11821.576536000011,
JL,1073.0834649793323,67840.22,630159.7401128631,500522.2806136363,,146352.07263600003,
LN,2264.0,116759.73247727273,2.5606499393332414e6,604535.0499999996,150.0,50960.63279999998,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
