Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,104762.4311561905,1.3061391740877938e6,142597.52596195176,7110.573859533743,54985.868020953334,
IME,12680.234016686481,73590.82361483049,2.054917353400005e6,702007.7361444344,,11783.193901000011,
JL,5451.797318267778,107125.06000000001,793771.4629349889,320443.54999999993,,146352.07263600008,
LN,7494.279417975669,139193.03496818175,2.668367968774929e6,296232.5185318181,6497.971587226792,50960.63279999997,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
