HL_to_IME,HL_to_JL,IME_to_JL,IME_to_LN,JL_to_LN,IME_to_SD,LN_to_JB
-3307.450754,1315.8536,487.3118981,5282.8274,1623.503,3299.256786,2412.96923
-3307.450754,1315.8536,487.3118981,5282.8274,1623.503,3299.256786,2412.96923
-3307.450754,1315.8536,487.3118981,5282.8274,1623.503,3299.256786,2412.96923
-3307.450754,1315.8536,487.3118981,5282.8274,1623.503,3299.256786,2412.96923
-3714.577179,1315.8536,487.3118981,5627.3057,1729.3671,3299.256786,2412.96923
-3877.278418,1647.1595,610.0073885,5627.3057,1729.3671,3299.256786,2532.003522
-3877.278418,1647.1595,610.0073885,5627.3057,1729.3671,3299.256786,2532.003522
-3877.278418,1647.1595,610.0073885,5661.367,1739.8347,3299.256786,2532.003522
-3714.577179,1780.3482,659.3323351,5661.367,1739.8347,3299.256786,2532.003522
-3714.577179,1780.3482,659.3323351,5627.3057,1729.3671,3838.640686,2532.003522
-3307.450754,1647.1595,610.0073885,5282.8274,1623.503,3838.640686,2532.003522
-3307.450754,1647.1595,610.0073885,5282.8274,1623.503,3838.640686,2412.96923
-3307.450754,1647.1595,610.0073885,5627.3057,1729.3671,3838.640686,2412.96923
-3307.450754,1780.3482,659.3323351,5627.3057,1729.3671,3838.640686,2412.96923
-3714.577179,1780.3482,659.3323351,5627.3057,1729.3671,3299.256786,2532.003522
-3714.577179,1780.3482,659.3323351,5661.367,1739.8347,3634.132767,2673.467342
-3877.278418,1780.3482,659.3323351,5661.367,1739.8347,3634.132767,2673.467342
-3877.278418,1780.3482,659.3323351,5661.367,1739.8347,3634.132767,2673.467342
-3877.278418,1780.3482,659.3323351,5661.367,1739.8347,3634.132767,2673.467342
-3877.278418,1780.3482,659.3323351,5661.367,1739.8347,3634.132767,2673.467342
-3877.278418,1647.1595,610.0073885,5627.3057,1729.3671,3299.256786,2673.467342
-3714.577179,1647.1595,610.0073885,5282.8274,1623.503,3299.256786,2673.467342
-3714.577179,1315.8536,487.3118981,5282.8274,1623.503,3299.256786,2673.467342
-3291.999473,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2541.024586
-3291.999473,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2421.049432
-3291.999473,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2421.049432
-3291.999473,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2421.049432
-3291.999473,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2421.049432
-3698.894515,1318.6422,488.3446274,5619.7343,1727.0403,3188.283281,2421.049432
-3861.492403,1654.1836,612.6086849,5619.7343,1727.0403,3188.283281,2541.024586
-3861.492403,1654.1836,612.6086849,5619.7343,1727.0403,3188.283281,2541.024586
-3861.492403,1654.1836,612.6086849,5651.6591,1736.8513,3188.283281,2541.024586
-3698.894515,1788.9127,662.5041159,5651.6591,1736.8513,3188.283281,2541.024586
-3698.894515,1788.9127,662.5041159,5619.7343,1727.0403,3643.61142,2541.024586
-3291.999473,1654.1836,612.6086849,5290.6514,1625.9075,3643.61142,2541.024586
-3291.999473,1654.1836,612.6086849,5290.6514,1625.9075,3643.61142,2421.049432
-3291.999473,1654.1836,612.6086849,5619.7343,1727.0403,3643.61142,2421.049432
-3291.999473,1788.9127,662.5041159,5619.7343,1727.0403,3643.61142,2421.049432
-3698.894515,1788.9127,662.5041159,5619.7343,1727.0403,3188.283281,2541.024586
-3698.894515,1788.9127,662.5041159,5651.6591,1736.8513,3470.098243,2683.486832
-3861.492403,1788.9127,662.5041159,5651.6591,1736.8513,3470.098243,2683.486832
-3861.492403,1788.9127,662.5041159,5651.6591,1736.8513,3470.098243,2683.486832
-3861.492403,1788.9127,662.5041159,5651.6591,1736.8513,3470.098243,2683.486832
-3861.492403,1788.9127,662.5041159,5651.6591,1736.8513,3470.098243,2683.486832
-3861.492403,1654.1836,612.6086849,5619.7343,1727.0403,3188.283281,2683.486832
-3698.894515,1654.1836,612.6086849,5290.6514,1625.9075,3188.283281,2683.486832
-3698.894515,1318.6422,488.3446274,5290.6514,1625.9075,3188.283281,2683.486832
-3295.540594,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2543.901305
-3295.540594,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2420.825171
-3295.540594,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2420.825171
-3295.540594,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2420.825171
-3295.540594,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2420.825171
-3697.890393,1331.5361,493.1197323,5580.1707,1714.8817,3105.8949,2420.825171
-3858.458133,1664.1714,616.3075374,5580.1707,1714.8817,3105.8949,2543.901305
-3858.458133,1664.1714,616.3075374,5580.1707,1714.8817,3105.8949,2543.901305
-3858.458133,1664.1714,616.3075374,5607.7276,1723.3504,3105.8949,2543.901305
-3697.890393,1797.8435,665.8115378,5607.7276,1723.3504,3105.8949,2543.901305
-3697.890393,1797.8435,665.8115378,5580.1707,1714.8817,3579.796544,2543.901305
-3295.540594,1664.1714,616.3075374,5282.5639,1623.4221,3579.796544,2543.901305
-3295.540594,1664.1714,616.3075374,5282.5639,1623.4221,3579.796544,2420.825171
-3295.540594,1664.1714,616.3075374,5580.1707,1714.8817,3579.796544,2420.825171
-3295.540594,1797.8435,665.8115378,5580.1707,1714.8817,3579.796544,2420.825171
-3697.890393,1797.8435,665.8115378,5580.1707,1714.8817,3105.8949,2543.901305
-3697.890393,1797.8435,665.8115378,5607.7276,1723.3504,3399.4337,2689.654282
-3858.458133,1797.8435,665.8115378,5607.7276,1723.3504,3399.4337,2689.654282
-3858.458133,1797.8435,665.8115378,5607.7276,1723.3504,3399.4337,2689.654282
-3858.458133,1797.8435,665.8115378,5607.7276,1723.3504,3399.4337,2689.654282
-3858.458133,1797.8435,665.8115378,5607.7276,1723.3504,3399.4337,2689.654282
-3858.458133,1664.1714,616.3075374,5580.1707,1714.8817,3105.8949,2689.654282
-3697.890393,1664.1714,616.3075374,5282.5639,1623.4221,3105.8949,2689.654282
-3697.890393,1331.5361,493.1197323,5282.5639,1623.4221,3105.8949,2689.654282
-3304.092844,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2517.070112
-3304.092844,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2405.074228
-3304.092844,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2405.074228
-3304.092844,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2405.074228
-3304.092844,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2405.074228
-3707.677483,1331.8043,493.2190673,5482.043,1684.7254,2982.384725,2405.074228
-3868.796781,1669.6501,618.3365083,5482.043,1684.7254,2982.384725,2517.070112
-3868.796781,1669.6501,618.3365083,5482.043,1684.7254,2982.384725,2517.070112
-3868.796781,1669.6501,618.3365083,5506.9238,1692.3717,2982.384725,2517.070112
-3707.677483,1805.2172,668.5423119,5506.9238,1692.3717,2982.384725,2517.070112
-3707.677483,1805.2172,668.5423119,5482.043,1684.7254,3408.075766,2517.070112
-3304.092844,1669.6501,618.3365083,5203.7204,1599.1921,3408.075766,2517.070112
-3304.092844,1669.6501,618.3365083,5203.7204,1599.1921,3408.075766,2405.074228
-3304.092844,1669.6501,618.3365083,5482.043,1684.7254,3408.075766,2405.074228
-3304.092844,1805.2172,668.5423119,5482.043,1684.7254,3408.075766,2405.074228
-3707.677483,1805.2172,668.5423119,5482.043,1684.7254,2982.384725,2517.070112
-3707.677483,1805.2172,668.5423119,5506.9238,1692.3717,3245.492367,2651.064836
-3868.796781,1805.2172,668.5423119,5506.9238,1692.3717,3245.492367,2651.064836
-3868.796781,1805.2172,668.5423119,5506.9238,1692.3717,3245.492367,2651.064836
-3868.796781,1805.2172,668.5423119,5506.9238,1692.3717,3245.492367,2651.064836
-3868.796781,1805.2172,668.5423119,5506.9238,1692.3717,3245.492367,2651.064836
-3868.796781,1669.6501,618.3365083,5482.043,1684.7254,2982.384725,2651.064836
-3707.677483,1669.6501,618.3365083,5203.7204,1599.1921,2982.384725,2651.064836
-3707.677483,1331.8043,493.2190673,5203.7204,1599.1921,2982.384725,2651.064836
-3310.829408,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2502.948869
-3310.829408,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2393.55044
-3310.829408,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2393.55044
-3310.829408,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2393.55044
-3310.829408,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2393.55044
-3719.898351,1332.6832,493.5445289,5394.3569,1657.778,2919.777033,2393.55044
-3883.467225,1675.5167,620.509163,5394.3569,1657.778,2919.777033,2502.948869
-3883.467225,1675.5167,620.509163,5394.3569,1657.778,2919.777033,2502.948869
-3883.467225,1675.5167,620.509163,5421.0693,1665.9871,2919.777033,2502.948869
-3719.898351,1812.898,671.3867862,5421.0693,1665.9871,2919.777033,2502.948869
-3719.898351,1812.898,671.3867862,5394.3569,1657.778,3298.587812,2502.948869
-3310.829408,1675.5167,620.509163,5102.8366,1568.1888,3298.587812,2502.948869
-3310.829408,1675.5167,620.509163,5102.8366,1568.1888,3298.587812,2393.55044
-3310.829408,1675.5167,620.509163,5394.3569,1657.778,3298.587812,2393.55044
-3310.829408,1812.898,671.3867862,5394.3569,1657.778,3298.587812,2393.55044
-3719.898351,1812.898,671.3867862,5394.3569,1657.778,2919.777033,2502.948869
-3719.898351,1812.898,671.3867862,5421.0693,1665.9871,3153.293245,2634.187199
-3883.467225,1812.898,671.3867862,5421.0693,1665.9871,3153.293245,2634.187199
-3883.467225,1812.898,671.3867862,5421.0693,1665.9871,3153.293245,2634.187199
-3883.467225,1812.898,671.3867862,5421.0693,1665.9871,3153.293245,2634.187199
-3883.467225,1812.898,671.3867862,5421.0693,1665.9871,3153.293245,2634.187199
-3883.467225,1675.5167,620.509163,5394.3569,1657.778,2919.777033,2634.187199
-3719.898351,1675.5167,620.509163,5102.8366,1568.1888,2919.777033,2634.187199
-3719.898351,1332.6832,493.5445289,5102.8366,1568.1888,2919.777033,2634.187199
-3276.948331,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2501.30704
-3276.948331,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2386.623251
-3276.948331,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2386.623251
-3276.948331,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2386.623251
-3276.948331,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2386.623251
-3670.558969,1340.6757,496.5044759,5386.9594,1655.5046,2862.951941,2386.623251
-3827.223328,1675.6925,620.5742571,5386.9594,1655.5046,2862.951941,2501.30704
-3827.223328,1675.6925,620.5742571,5386.9594,1655.5046,2862.951941,2501.30704
-3827.223328,1675.6925,620.5742571,5418.5242,1665.205,2862.951941,2501.30704
-3670.558969,1810.2308,670.3990296,5418.5242,1665.205,2862.951941,2501.30704
-3670.558969,1810.2308,670.3990296,5386.9594,1655.5046,3184.308327,2501.30704
-3276.948331,1675.6925,620.5742571,5060.4711,1555.1692,3184.308327,2501.30704
-3276.948331,1675.6925,620.5742571,5060.4711,1555.1692,3184.308327,2386.623251
-3276.948331,1675.6925,620.5742571,5386.9594,1655.5046,3184.308327,2386.623251
-3276.948331,1810.2308,670.3990296,5386.9594,1655.5046,3184.308327,2386.623251
-3670.558969,1810.2308,670.3990296,5386.9594,1655.5046,2862.951941,2501.30704
-3670.558969,1810.2308,670.3990296,5418.5242,1665.205,3060.202194,2638.15414
-3827.223328,1810.2308,670.3990296,5418.5242,1665.205,3060.202194,2638.15414
-3827.223328,1810.2308,670.3990296,5418.5242,1665.205,3060.202194,2638.15414
-3827.223328,1810.2308,670.3990296,5418.5242,1665.205,3060.202194,2638.15414
-3827.223328,1810.2308,670.3990296,5418.5242,1665.205,3060.202194,2638.15414
-3827.223328,1675.6925,620.5742571,5386.9594,1655.5046,2862.951941,2638.15414
-3670.558969,1675.6925,620.5742571,5060.4711,1555.1692,2862.951941,2638.15414
-3670.558969,1340.6757,496.5044759,5060.4711,1555.1692,2862.951941,2638.15414
-3229.1906,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2526.859758
-3229.1906,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2407.203697
-3229.1906,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2407.203697
-3229.1906,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2407.203697
-3229.1906,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2407.203697
-3628.51081,1327.3315,491.5625814,5425.8057,1667.4427,2731.727947,2407.203697
-3787.725378,1654.5212,612.7336831,5425.8057,1667.4427,2731.727947,2526.859758
-3787.725378,1654.5212,612.7336831,5425.8057,1667.4427,2731.727947,2526.859758
-3787.725378,1654.5212,612.7336831,5458.1831,1677.3928,2731.727947,2526.859758
-3628.51081,1786.2128,661.5042137,5458.1831,1677.3928,2731.727947,2526.859758
-3628.51081,1786.2128,661.5042137,5425.8057,1667.4427,3056.104168,2526.859758
-3229.1906,1654.5212,612.7336831,5093.4617,1565.3078,3056.104168,2526.859758
-3229.1906,1654.5212,612.7336831,5093.4617,1565.3078,3056.104168,2407.203697
-3229.1906,1654.5212,612.7336831,5425.8057,1667.4427,3056.104168,2407.203697
-3229.1906,1786.2128,661.5042137,5425.8057,1667.4427,3056.104168,2407.203697
-3628.51081,1786.2128,661.5042137,5425.8057,1667.4427,2731.727947,2526.859758
-3628.51081,1786.2128,661.5042137,5458.1831,1677.3928,2930.88436,2668.983387
-3787.725378,1786.2128,661.5042137,5458.1831,1677.3928,2930.88436,2668.983387
-3787.725378,1786.2128,661.5042137,5458.1831,1677.3928,2930.88436,2668.983387
-3787.725378,1786.2128,661.5042137,5458.1831,1677.3928,2930.88436,2668.983387
-3787.725378,1786.2128,661.5042137,5458.1831,1677.3928,2930.88436,2668.983387
-3787.725378,1654.5212,612.7336831,5425.8057,1667.4427,2731.727947,2668.983387
-3628.51081,1654.5212,612.7336831,5093.4617,1565.3078,2731.727947,2668.983387
-3628.51081,1327.3315,491.5625814,5093.4617,1565.3078,2731.727947,2668.983387
-3218.410488,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2517.423045
-3218.410488,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2401.794737
-3218.410488,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2401.794737
-3218.410488,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2401.794737
-3218.410488,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2401.794737
-3624.875693,1307.9785,484.3954183,5452.41,1675.6187,2626.628838,2401.794737
-3787.281591,1628.8502,603.2267168,5452.41,1675.6187,2626.628838,2517.423045
-3787.281591,1628.8502,603.2267168,5452.41,1675.6187,2626.628838,2517.423045
-3787.281591,1628.8502,603.2267168,5480.0322,1684.1074,2626.628838,2517.423045
-3624.875693,1758.2487,651.148024,5480.0322,1684.1074,2626.628838,2517.423045
-3624.875693,1758.2487,651.148024,5452.41,1675.6187,2956.048842,2517.423045
-3218.410488,1628.8502,603.2267168,5154.3332,1584.0146,2956.048842,2517.423045
-3218.410488,1628.8502,603.2267168,5154.3332,1584.0146,2956.048842,2401.794737
-3218.410488,1628.8502,603.2267168,5452.41,1675.6187,2956.048842,2401.794737
-3218.410488,1758.2487,651.148024,5452.41,1675.6187,2956.048842,2401.794737
-3624.875693,1758.2487,651.148024,5452.41,1675.6187,2626.628838,2517.423045
-3624.875693,1758.2487,651.148024,5480.0322,1684.1074,2828.968952,2655.272465
-3787.281591,1758.2487,651.148024,5480.0322,1684.1074,2828.968952,2655.272465
-3787.281591,1758.2487,651.148024,5480.0322,1684.1074,2828.968952,2655.272465
-3787.281591,1758.2487,651.148024,5480.0322,1684.1074,2828.968952,2655.272465
-3787.281591,1758.2487,651.148024,5480.0322,1684.1074,2828.968952,2655.272465
-3787.281591,1628.8502,603.2267168,5452.41,1675.6187,2626.628838,2655.272465
-3624.875693,1628.8502,603.2267168,5154.3332,1584.0146,2626.628838,2655.272465
-3624.875693,1307.9785,484.3954183,5154.3332,1584.0146,2626.628838,2655.272465
-3253.549041,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2503.364268
-3253.549041,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2388.546316
-3253.549041,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2388.546316
-3253.549041,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2388.546316
-3253.549041,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2388.546316
-3656.341798,1289.4415,477.5304654,5413.2407,1663.5813,2626.802871,2388.546316
-3817.107387,1601.0408,592.927837,5413.2407,1663.5813,2626.802871,2503.364268
-3817.107387,1601.0408,592.927837,5413.2407,1663.5813,2626.802871,2503.364268
-3817.107387,1601.0408,592.927837,5438.7921,1671.4337,2626.802871,2503.364268
-3656.341798,1727.0589,639.59723,5438.7921,1671.4337,2626.802871,2503.364268
-3656.341798,1727.0589,639.59723,5413.2407,1663.5813,3007.331967,2503.364268
-3253.549041,1601.0408,592.927837,5130.0862,1576.5631,3007.331967,2503.364268
-3253.549041,1601.0408,592.927837,5130.0862,1576.5631,3007.331967,2388.546316
-3253.549041,1601.0408,592.927837,5413.2407,1663.5813,3007.331967,2388.546316
-3253.549041,1727.0589,639.59723,5413.2407,1663.5813,3007.331967,2388.546316
-3656.341798,1727.0589,639.59723,5413.2407,1663.5813,2626.802871,2503.364268
-3656.341798,1727.0589,639.59723,5438.7921,1671.4337,2861.403705,2640.353748
-3817.107387,1727.0589,639.59723,5438.7921,1671.4337,2861.403705,2640.353748
-3817.107387,1727.0589,639.59723,5438.7921,1671.4337,2861.403705,2640.353748
-3817.107387,1727.0589,639.59723,5438.7921,1671.4337,2861.403705,2640.353748
-3817.107387,1727.0589,639.59723,5438.7921,1671.4337,2861.403705,2640.353748
-3817.107387,1601.0408,592.927837,5413.2407,1663.5813,2626.802871,2640.353748
-3656.341798,1601.0408,592.927837,5130.0862,1576.5631,2626.802871,2640.353748
-3656.341798,1289.4415,477.5304654,5130.0862,1576.5631,2626.802871,2640.353748
-3252.6611,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2493.890986
-3252.6611,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2369.788117
-3252.6611,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2369.788117
-3252.6611,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2369.788117
-3252.6611,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2369.788117
-3645.367263,1264.932,468.4536479,5359.0146,1646.9167,2690.424665,2369.788117
-3801.627634,1569.6627,581.3072788,5359.0146,1646.9167,2690.424665,2493.890986
-3801.627634,1569.6627,581.3072788,5359.0146,1646.9167,2690.424665,2493.890986
-3801.627634,1569.6627,581.3072788,5384.2208,1654.663,2690.424665,2493.890986
-3645.367263,1693.186,627.0527681,5384.2208,1654.663,2690.424665,2493.890986
-3645.367263,1693.186,627.0527681,5359.0146,1646.9167,3061.112191,2493.890986
-3252.6611,1569.6627,581.3072788,5078.3484,1560.6632,3061.112191,2493.890986
-3252.6611,1569.6627,581.3072788,5078.3484,1560.6632,3061.112191,2369.788117
-3252.6611,1569.6627,581.3072788,5359.0146,1646.9167,3061.112191,2369.788117
-3252.6611,1693.186,627.0527681,5359.0146,1646.9167,3061.112191,2369.788117
-3645.367263,1693.186,627.0527681,5359.0146,1646.9167,2690.424665,2493.890986
-3645.367263,1693.186,627.0527681,5384.2208,1654.663,2918.813374,2640.733526
-3801.627634,1693.186,627.0527681,5384.2208,1654.663,2918.813374,2640.733526
-3801.627634,1693.186,627.0527681,5384.2208,1654.663,2918.813374,2640.733526
-3801.627634,1693.186,627.0527681,5384.2208,1654.663,2918.813374,2640.733526
-3801.627634,1693.186,627.0527681,5384.2208,1654.663,2918.813374,2640.733526
-3801.627634,1569.6627,581.3072788,5359.0146,1646.9167,2690.424665,2640.733526
-3645.367263,1569.6627,581.3072788,5078.3484,1560.6632,2690.424665,2640.733526
-3645.367263,1264.932,468.4536479,5078.3484,1560.6632,2690.424665,2640.733526
-3211.019314,1233.9262,456.9709781,5069.6881,1558.0017,2761.435242,2503.823287
-3211.019314,1233.9262,456.9709781,5069.6881,1558.0017,2761.435242,2371.152976
-3211.019314,1233.9262,456.9709781,5069.6881,1558.0017,2761.435242,2371.152976
-3211.019314,1233.9262,456.9709781,5069.6881,1558.0017,2761.435242,2371.152976
-3211.019314,1233.9262,456.9709781,5069.6881,1558.0017,2761.435242,2371.152976
-3594.812776,1233.9262,456.9709781,5368.45,1649.8163,2761.435242,2371.152976
-3747.092251,1540.3849,570.4645805,5368.45,1649.8163,2761.435242,2503.823287
-3747.092251,1540.3849,570.4645805,5368.45,1649.8163,2761.435242,2503.823287
-3747.092251,1540.3849,570.4645805,5396.1672,1658.3343,2761.435242,2503.823287
-3594.812776,1664.5367,616.4428261,5396.1672,1658.3343,2761.435242,2503.823287
-3594.812776,1664.5367,616.4428261,5368.45,1649.8163,3084.051881,2503.823287
-3211.019314,1540.3849,570.4645805,5069.6881,1558.0017,3084.051881,2503.823287
