Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
,,,,,280,12214.1549,9488.8615,9373.4954,29184.8459,2552.98971,2460.807075
,,,,,281,13763.0201,9680.4224,9562.7273,29078.4504,2780.998261,2595.467734
,,,,,282,13298.5202,9507.0839,9391.4962,28378.454,2780.998261,2595.467734
,,,,,283,12379.7693,9112.581,9001.7898,28052.2814,2780.998261,2595.467734
,,,,,284,12759.2918,9445.1923,9330.3571,28474.6951,2780.998261,2595.467734
,,,,,285,12223.0819,9208.5551,9096.597,28656.0178,2780.998261,2595.467734
,,,,,286,11232.2254,8706.1264,8600.2768,30239.1908,2552.98971,2595.467734
,,,,,287,10220.4229,7983.3998,7886.3372,28612.06,2552.98971,2595.467734
,,,,,288,9250.8279,7368.4555,7278.8694,27216.0813,2552.98971,2595.467734
,,,,,289,9009.3244,6846.2428,6763.0058,26122.4393,2614.823732,2451.494839
,,,,,290,8924.732,6728.9019,6647.0916,25732.9228,2614.823732,2329.501719
,,,,,291,8924.732,6728.9019,6647.0916,25280.9435,2614.823732,2329.501719
,,,,,292,8924.732,6728.9019,6647.0916,25280.9435,2614.823732,2329.501719
,,,,,293,9262.7622,6728.9019,6647.0916,25280.9435,2614.823732,2329.501719
,,,,,294,10812.8382,7610.4362,7517.9081,25907.1596,2614.823732,2329.501719
,,,,,295,11796.6824,8158.7968,8059.6017,26833.3861,2614.823732,2451.494839
,,,,,296,11614.0239,8287.161,8186.4052,26566.5803,2614.823732,2451.494839
,,,,,297,12045.3979,8817.3142,8710.1128,27628.0088,2614.823732,2451.494839
,,,,,298,12306.7699,9211.6969,9099.7006,28757.1704,2614.823732,2451.494839
,,,,,299,12987.8016,10010.276,9888.5705,29204.5127,2975.094938,2451.494839
,,,,,300,12804.3592,9136.6749,9025.5907,28540.6359,2975.094938,2451.494839
,,,,,301,11775.0613,8981.8786,8872.6764,28111.594,2975.094938,2329.501719
,,,,,302,11919.3033,9176.0991,9064.5356,28675.4268,2975.094938,2329.501719
,,,,,303,11896.3328,9087.2702,8976.7866,28742.0198,2975.094938,2329.501719
,,,,,304,12163.979,9301.612,9188.5225,28892.7613,2614.823732,2451.494839
,,,,,305,13682.7997,9489.0686,9373.7,28787.3148,2836.794718,2595.841056
,,,,,306,13220.7745,9319.4439,9206.1376,28093.5613,2836.794718,2595.841056
,,,,,307,12325.3827,8933.3933,8824.7806,27770.2977,2836.794718,2595.841056
,,,,,308,12695.2559,9258.8783,9146.3084,28188.9441,2836.794718,2595.841056
,,,,,309,12172.6791,9027.3112,8917.5566,28368.6496,2836.794718,2595.841056
,,,,,310,11207.0148,8535.647,8431.8702,29942.6272,2614.823732,2595.841056
,,,,,311,10220.9372,7828.4049,7733.2267,28325.0839,2614.823732,2595.841056
,,,,,312,9275.9939,7226.6359,7138.7741,26941.5554,2614.823732,2595.841056
,,,,,313,8907.2942,6675.792,6594.6273,26047.2934,2683.838912,2461.258291
,,,,,314,8826.9394,6557.3493,6477.6247,25632.2853,2683.838912,2330.843375
