Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,943556.5040000002,762719.0741491562,180837.42985084397,0.19165511454186734
IME,3.099748424e6,2.2001161448353045e6,899632.2791646956,0.2902275140134713
JL,3.159585e6,2.4080856939588543e6,751499.3060411457,0.2378474723867678
LN,1.7566169299999997e6,1.755680227555561e6,936.7024444385897,0.0005332422957113307
SD,0,0,,
JB,0,0,,
