Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,125962.2,125962.20000000003,-2.9103830456733704e-11,-2.3105209703175795e-16
IME,111791.232,111791.232,0.0,0.0
JL,113740.57999999999,113740.58000000003,-4.3655745685100555e-11,-3.8381856049178363e-16
LN,130403.18,130403.18000000002,-2.9103830456733704e-11,-2.2318344120698364e-16
SD,0,0,,
JB,0,0,,
