Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,39306.77110074781,0.008174404375232851
IME,8.324569365000001e6,194884.6386331931,0.02341077719318074
JL,8.140845e6,1.4135327455172273e6,0.1736346467126235
LN,6.592411239999999e6,2945.1723345474456,0.0004467519132722439
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.6506693275857156e6,0.059235231833518504
