Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,3046.0975316763643,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,6807.123917511564,0.0,0.0,0.0,0.0
4,0.0,8099.1567999404415,0.0,0.0,0.0,0.0
