Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,224640.05,222535.6520239769,2104.397976023087,0.009367866397924533
IME,1.2013974e6,1.1953325315983118e6,6064.868401688058,0.005048178397662638
JL,279532.74999999994,279532.75,-5.820766091346741e-11,-2.0823199039635756e-16
LN,577186.1299999999,577186.13,-1.1641532182693481e-10,-2.0169459343545701e-16
SD,0,0,,
JB,0,0,,
