Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,76171.7752873837,492845.29999999993,1.380073940273682e6,380534.8799999999,0.0,64354.838662799906,
IME,255769.69981724108,649302.3239999998,3.0565613778743483e6,633274.9325513627,,6596.171850240001,
JL,106362.79363999577,449880.0,1.3861963409551359e6,1.1702373878849843e6,,342519.72449184017,
LN,152555.42225895566,463078.165,3.3072594324413883e6,1.2633830999999992e6,0.0,72198.83659968,1.7430321245656717e6
SD,,,0.0,,,,
JB,,,0.0,,,,
