Time_Index,None,HL_Coal,IME_Coal,JL_Coal,LN_Coal,SD_Coal,JB_Coal,HL_Gas,IME_Gas,JL_Gas,LN_Gas,SD_Gas,JB_Gas
20,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
21,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
22,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
23,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
24,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
25,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
26,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
27,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
28,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
29,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
30,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
31,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
32,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
33,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
34,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
35,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
36,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
37,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
38,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
39,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
40,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
41,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
42,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
43,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
44,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
45,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
46,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
47,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
48,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
49,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
50,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
51,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
52,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
53,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
54,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
55,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
56,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
57,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
58,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
59,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
60,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
61,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
62,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
63,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
64,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
65,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
66,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
67,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
68,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
69,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
70,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
71,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
72,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
73,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
74,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
75,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
76,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
77,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
78,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
79,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
80,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
81,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
82,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
83,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
84,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
85,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
86,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
87,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
88,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
89,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
90,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
91,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
92,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
93,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
94,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
95,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
96,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
97,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
98,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
99,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
100,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
101,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
102,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
103,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
104,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
105,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
106,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
107,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
108,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
109,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
110,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
111,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
112,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
113,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
114,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
115,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
116,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
117,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
118,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
119,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
120,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
121,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
122,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
123,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
124,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
125,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
126,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
127,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
128,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
129,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
130,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
131,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
132,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
133,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
134,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
135,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
136,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
137,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
138,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
139,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
140,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
141,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
142,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
143,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
144,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
145,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
146,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
147,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
148,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
149,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
150,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
151,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
152,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
153,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
154,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
155,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
156,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
157,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
158,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
159,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
160,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
161,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
162,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
163,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
164,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
165,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
166,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
167,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
168,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
169,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
170,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
171,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
172,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
173,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
174,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
175,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
176,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
177,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
178,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
179,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
180,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
181,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
182,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
183,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
184,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
185,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
186,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
187,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
188,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
189,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
190,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
191,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
192,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
193,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
194,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
195,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
196,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
197,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
198,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
199,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
200,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
201,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
202,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
203,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
204,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
205,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
206,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
207,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
208,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
209,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
210,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
211,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
212,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
213,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
214,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
215,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
216,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
217,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
218,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
219,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
220,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
221,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
222,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
223,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
224,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
225,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
226,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
227,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
228,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
229,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
230,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
231,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
232,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
233,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
234,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
235,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
236,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
237,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
238,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
239,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
240,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
241,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
242,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
243,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
244,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
245,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
246,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
247,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
248,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
249,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
250,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
251,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
252,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
253,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
254,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
255,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
256,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
257,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
258,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
259,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
260,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
261,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
262,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
263,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
264,0,5.310850135,4.588362969,5.138940342,4.961898914,999,999,14.70532643,999,999,13.72245114,999,999
