region,Resource,Plant name,Plant name (other),technology,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Existing_Cap_MW,num_units,Cap_Size,Existing_Cap_MWh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,,,
HL,Mudanjiang Cogen power station Unit 6,牡丹江热电厂,,cogen_conventional_steam_coal,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,100,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Mudanjiang-2 power station Unit 6,华电牡丹江第二发电厂,,conventional_steam_coal,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,215,1,215,0,1.78,117,13.7,12.6179,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Mudanjiang-2 power station Unit 7,华电牡丹江第二发电厂,,conventional_steam_coal,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.1828,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Mudanjiang-2 power station Unit 8,华电牡丹江第二发电厂,,cogen_conventional_steam_coal,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.4424,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Mudanjiang-2 power station Unit 9,华电牡丹江第二发电厂,,cogen_conventional_steam_coal,79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.4424,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Qitaihe power station Unit 1,大唐七台河发电厂,Datang Qitaihe power station,cogen_conventional_steam_coal,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,11.3126,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Qitaihe power station Unit 2,大唐七台河发电厂,Datang Qitaihe power station,cogen_conventional_steam_coal,81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,11.3126,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Qitaihe power station Unit 3,大唐七台河发电厂,Datang Qitaihe power station,conventional_steam_coal,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Qitaihe power station Unit 4,大唐七台河发电厂,Datang Qitaihe power station,conventional_steam_coal,83,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Shuangyashan power station Phase II Unit 1,国电双鸭山发电厂,,conventional_steam_coal,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Shuangyashan power station Phase II Unit 2,国电双鸭山发电厂,,conventional_steam_coal,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Suihua power station Unit 1,大唐绥化热电厂,Datang Suihua power station,cogen_conventional_steam_coal,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Suihua power station Unit 2,大唐绥化热电厂,Datang Suihua power station,cogen_conventional_steam_coal,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Tieli Yuxiang Cogen power station Unit 1,铁力宇祥热电项目,铁力宇祥热电公司城区热电联产集中供热热源建设项目,cogen_conventional_steam_coal,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,1,56,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Wuchang Cogen power station Unit 1,五常市天宝热电厂,,cogen_conventional_steam_coal,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.4424,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Xinhua power station Unit 5,华能新华发电厂,Huaneng Xinhua Daqing power station,conventional_steam_coal,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.6179,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Xinhua power station Unit 6,华能新华发电厂,Huaneng Xinhua Daqing power station,conventional_steam_coal,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,10.4424,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Yichun cogen power station Unit 1,华能伊春热电,,cogen_conventional_steam_coal,92,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Yichun cogen power station Unit 2,华能伊春热电,,cogen_conventional_steam_coal,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Yipin Captive power station Unit 1,伊品能源热电联产,,cogen_conventional_steam_coal,94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Yipin Captive power station Unit 2,伊品能源热电联产,,cogen_conventional_steam_coal,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,Yipin Captive power station Unit 3,伊品能源热电联产,,cogen_conventional_steam_coal,96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8,,,
HL,HL_conventional_hydroelectric,,,conventional_hydroelectric,97,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1150,1,1150,1150,0,0,0,0,None,0,1,1,1,1,0,0,,,
HL,HL_hydroelectric_pumped_storage,,,hydroelectric_pumped_storage,98,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2400,1,3600,28800,0,0,0,0,None,0,0.8,0.8,1,1,0,0,,,
HL,HL_GAS_1,,,natural_gas_fired_combined_cycle,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,1,80,0,3.75,87,2,7.6,HL_Gas,0.2,1,1,1,1,2,2,,,
HL,HL_GAS_2,,,natural_gas_fired_combined_cycle,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,1,65,0,3.75,87,2,7.6,HL_Gas,0.2,1,1,1,1,2,2,,,
HL,HL_onshore_wind_turbine,,,onshore_wind_turbine,101,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,32692,1,32692,0,0,0,0,0,None,0,1,1,1,1,0,0,,,
HL,HL_solar_photovoltaic,,,solar_photovoltaic,102,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,17308,1,17308,0,0,0,0,0,None,0,1,1,1,1,0,0,,,
HL,HL_batteries,,,batteries,103,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3000,1,3000,12000,0,0,0,0,None,0,0.95,0.95,1,1,0,0,,,
IME,Chifeng Cogen power station Unit 1,国家电投内蒙能源赤峰热电厂B厂,,cogen_conventional_steam_coal,104,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Cogen power station Unit 2,国家电投内蒙能源赤峰热电厂B厂,,cogen_conventional_steam_coal,105,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Daban power station Unit 1,国家电投内蒙古大板发电厂,,conventional_steam_coal,106,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Daban power station Unit 2,国家电投内蒙古大板发电厂,,conventional_steam_coal,107,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Economic Development Zone Captive Cogen power station Unit 1,赤峰经济开发区自备热电联产项目,,cogen_conventional_steam_coal,108,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Economic Development Zone Captive Cogen power station Unit 2,赤峰经济开发区自备热电联产项目,,cogen_conventional_steam_coal,109,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Fulong Cogen power station Unit 4,赤峰富龙热电,,cogen_conventional_steam_coal,110,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Fulong Cogen power station Unit 5,赤峰富龙热电,,cogen_conventional_steam_coal,111,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng New City Region power station Unit 1,国家电投赤峰新城热电,,cogen_conventional_steam_coal,112,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng New City Region power station Unit 2,国家电投赤峰新城热电,,cogen_conventional_steam_coal,113,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Waste Coal power station Unit 1,京能赤峰能源发展公司煤矸石电厂,,cogen_conventional_steam_coal,114,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Waste Coal power station Unit 2,京能赤峰能源发展公司煤矸石电厂,,cogen_conventional_steam_coal,115,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Yuanbaoshan power station Phase III Unit 3,国电元宝山发电厂,"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6)",conventional_steam_coal,116,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Yuanbaoshan power station Phase III Unit 4,国电元宝山发电厂,"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6)",conventional_steam_coal,117,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chifeng Yuanbaoshan power station Phase II Unit 2,国电元宝山发电厂,"国电元宝山发电扩建项目 (Phase IV Unit 5, Phase IV Unit 6)",conventional_steam_coal,118,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,10.8775,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hexigten Coal Gasification captive power station Unit 1,大唐克什克腾旗煤制气项目自备电厂,Datang Keshiketeng Coal Gasification captive power station,conventional_steam_coal,119,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hexigten Coal Gasification captive power station Unit 2,大唐克什克腾旗煤制气项目自备电厂,Datang Keshiketeng Coal Gasification captive power station,conventional_steam_coal,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hexigten Coal Gasification captive power station Unit 3,大唐克什克腾旗煤制气项目自备电厂,Datang Keshiketeng Coal Gasification captive power station,conventional_steam_coal,121,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,100,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hexigten Coal Gasification captive power station Unit 4,大唐克什克腾旗煤制气项目自备电厂,Datang Keshiketeng Coal Gasification captive power station,conventional_steam_coal,122,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,100,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Ningcheng Lihe cogen power station Unit 1,宁城县立和热电有限公司背压式热电联产集中供热项目,,cogen_conventional_steam_coal,123,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Ningcheng Lihe cogen power station Unit 2,宁城县立和热电有限公司背压式热电联产集中供热项目,,cogen_conventional_steam_coal,124,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Ningcheng Lihe cogen power station Unit 3,宁城县立和热电有限公司背压式热电联产集中供热项目,,cogen_conventional_steam_coal,125,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huaneng Hinggan-1 power station Unit 1,华能北方联合电力兴安热电,"乌兰浩特第一热电, Ulanhot Xing'an-1 power station",cogen_conventional_steam_coal,126,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huaneng Hinggan-1 power station Unit 2,华能北方联合电力兴安热电,"乌兰浩特第一热电, Ulanhot Xing'an-1 power station",cogen_conventional_steam_coal,127,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huaneng Hinggan-2 power station Unit 1,华能北方联合电力兴安热电,"Ulanhot Xing'an-2 power station, 乌兰浩特第二热电",cogen_conventional_steam_coal,128,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huaneng Hinggan-2 power station Unit 2,华能北方联合电力兴安热电,"Ulanhot Xing'an-2 power station, 乌兰浩特第二热电",cogen_conventional_steam_coal,129,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Inner Mongolia Energy Hinggan power station Unit 1,蒙能兴安热电厂,乌兰浩特热电,cogen_conventional_steam_coal,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340,1,340,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Inner Mongolia Energy Hinggan power station Unit 2,蒙能兴安热电厂,乌兰浩特热电,cogen_conventional_steam_coal,131,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340,1,340,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Jingke power station Unit 1,内蒙古源源能源集团京科发电厂,"京科发电有限公司科右中热电厂扩建工程 (Phase II), 内蒙古源源能源集团京科发电公司科右中电厂",cogen_conventional_steam_coal,132,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,10.4424,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Jingke power station Unit 2,内蒙古源源能源集团京科发电厂,"京科发电有限公司科右中热电厂扩建工程 (Phase II), 内蒙古源源能源集团京科发电公司科右中电厂",cogen_conventional_steam_coal,133,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Keyouzhong power station Unit 1,蒙能科右中发电厂,"Xing’an Meng Youzhong power station, Guodian Mengneng Higgan Youzhong Power Plant",conventional_steam_coal,134,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,660,1,660,0,1.78,117,13.7,8.272,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Keyouzhong power station Unit 2,蒙能科右中发电厂,"Xing’an Meng Youzhong power station, Guodian Mengneng Higgan Youzhong Power Plant",conventional_steam_coal,135,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,660,1,660,0,1.78,117,13.7,8.272,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,East Hailar power station Unit 3,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,,cogen_conventional_steam_coal,136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.47725,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,East Hailar power station Unit 4,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,,cogen_conventional_steam_coal,137,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.47725,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,East Hailar power station Unit 5,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,,cogen_conventional_steam_coal,138,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Ewenki power station Phase I Unit 1,神华国能蒙东能源鄂温克电厂,,conventional_steam_coal,139,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Ewenki power station Phase I Unit 2,神华国能蒙东能源鄂温克电厂,,conventional_steam_coal,140,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hailar power station Phase II Unit 3,华能呼伦贝尔能源开发安泰海拉尔热电厂,Huaneng Manzhouli Guangming power station,cogen_conventional_steam_coal,141,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hailar power station Phase II Unit 4,华能呼伦贝尔能源开发安泰海拉尔热电厂,Huaneng Manzhouli Guangming power station,cogen_conventional_steam_coal,142,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.3126,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huiliuhe power station Unit 3,华能呼伦贝尔安泰热电公司汇流河发电厂,"Huaneng Yakeshi Huiliuhe power station, 华能蒙东公司汇流河发电厂35+5万千瓦热电联产项目",cogen_conventional_steam_coal,143,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,1,55,0,1.78,117,13.7,12.6179,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huiliuhe power station Unit 4,华能呼伦贝尔安泰热电公司汇流河发电厂,"Huaneng Yakeshi Huiliuhe power station, 华能蒙东公司汇流河发电厂35+5万千瓦热电联产项目",cogen_conventional_steam_coal,144,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,1,55,0,1.78,117,13.7,12.6179,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huiliuhe power station Unit 5,华能呼伦贝尔安泰热电公司汇流河发电厂,"Huaneng Yakeshi Huiliuhe power station, 华能蒙东公司汇流河发电厂35+5万千瓦热电联产项目",cogen_conventional_steam_coal,145,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.4655,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Huiliuhe power station Unit 6,华能呼伦贝尔安泰热电公司汇流河发电厂,"Huaneng Yakeshi Huiliuhe power station, 华能蒙东公司汇流河发电厂35+5万千瓦热电联产项目",cogen_conventional_steam_coal,146,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.326,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hulunbuir Baorixile power station Phase I Unit 1,神华内蒙古国华呼伦贝尔发电公司宝日希勒发电厂,"神华内蒙古国华呼伦贝尔发电公司二期 (Phase II Unit 3, Phase II Unit 4)",conventional_steam_coal,147,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hulunbuir Baorixile power station Phase I Unit 2,神华内蒙古国华呼伦贝尔发电公司宝日希勒发电厂,"神华内蒙古国华呼伦贝尔发电公司二期 (Phase II Unit 3, Phase II Unit 4)",conventional_steam_coal,148,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Manzhouli Dalaihu power station Unit 1,华能内蒙古东部能源公司满洲里达赉湖热电,"Shenzhen Manzhouli power station (Unit 1, Unit 2)",cogen_conventional_steam_coal,149,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Manzhouli Dalaihu power station Unit 2,华能内蒙古东部能源公司满洲里达赉湖热电,"Shenzhen Manzhouli power station (Unit 1, Unit 2)",cogen_conventional_steam_coal,150,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.1865,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Manzhouli Dalaihu power station Unit 3,华能内蒙古东部能源公司满洲里达赉湖热电,"Shenzhen Manzhouli power station (Unit 1, Unit 2)",cogen_conventional_steam_coal,151,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.0992,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Manzhouli Dalaihu power station Unit 4,华能内蒙古东部能源公司满洲里达赉湖热电,"Shenzhen Manzhouli power station (Unit 1, Unit 2)",cogen_conventional_steam_coal,152,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.0992,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase III Unit 5,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,153,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase III Unit 6,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,154,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.2499,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase II Unit 3,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,155,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase II Unit 4,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,156,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase I Unit 1,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,157,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,500,0,1.78,117,13.7,10.0908,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Yimin power station Phase I Unit 2,华能呼伦贝尔能源开发伊敏发电厂,Huaneng Yimin power station,cogen_conventional_steam_coal,158,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500,1,500,0,1.78,117,13.7,10.0908,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 1,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,159,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 2,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,160,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 3,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,161,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 4,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,162,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 5,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,163,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Chuangyuan Smelter power station Unit 6,创新集团霍林郭勒创源金属自备电厂,,conventional_steam_coal,164,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,9.5722,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
IME,Hongjun Aluminum power station Phase A Unit 3,国家电投内蒙能源霍煤鸿骏电厂,"Tongliao Huolinhe power station (Phase B Unit 7, Phase B Unit 8)",cogen_conventional_steam_coal,165,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,100,0,1.78,117,13.7,12.1828,IME_Coal,0.6425,1,1,0.6,0.6,8,8,,,
