HL_to_IME,HL_to_JL,IME_to_JL,IME_to_LN,JL_to_LN,IME_to_SD,LN_to_JB
-3847.958944,1708.616667,-1690.266667,5613.198571,2049.86,2970.017143,2693.253207
-3847.958944,1708.616667,-1690.266667,5579.2275,2037.4575,3355.446,2693.253207
-3435.940435,1586.36125,-1569.32625,5223.085556,1907.397778,3355.446,2693.253207
-3435.940435,1586.36125,-1569.32625,5223.085556,1907.397778,3355.446,2545.719457
-3435.940435,1586.36125,-1569.32625,5579.2275,2037.4575,3355.446,2545.719457
-3435.940435,1708.616667,-1690.266667,5579.2275,2037.4575,3355.446,2545.719457
-3847.958944,1708.616667,-1690.266667,5579.2275,2037.4575,2970.017143,2693.253207
-3847.958944,1708.616667,-1690.266667,5613.198571,2049.86,3207.452,2862.911087
-4018.650435,1708.616667,-1690.266667,5613.198571,2049.86,3207.452,2862.911087
-4018.650435,1708.616667,-1690.266667,5613.198571,2049.86,3207.452,2862.911087
-4018.650435,1708.616667,-1690.266667,5613.198571,2049.86,3207.452,2862.911087
-4018.650435,1708.616667,-1690.266667,5613.198571,2049.86,3207.452,2862.911087
-4018.650435,1586.36125,-1569.32625,5579.2275,2037.4575,2970.017143,2862.911087
-3847.958944,1586.36125,-1569.32625,5223.085556,1907.397778,2970.017143,2862.911087
-3847.958944,1284.717143,-1270.921429,5223.085556,1907.397778,2970.017143,2862.911087
-3439.245797,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2637.60875
-3439.245797,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2509.91625
-3439.245797,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2509.91625
-3439.245797,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2509.91625
-3439.245797,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2509.91625
-3848.896398,1247.634286,-1234.234286,5438.54,1986.08125,2975.890714,2509.91625
-4017.78288,1530.29,-1513.8575,5438.54,1986.08125,2975.890714,2637.60875
-4017.78288,1530.29,-1513.8575,5438.54,1986.08125,2975.890714,2637.60875
-4017.78288,1530.29,-1513.8575,5467.325714,1996.591429,2975.890714,2637.60875
-3848.896398,1645.636667,-1627.964444,5467.325714,1996.591429,2975.890714,2637.60875
-3848.896398,1645.636667,-1627.964444,5438.54,1986.08125,3348.222,2637.60875
-3439.245797,1530.29,-1513.8575,5119.752222,1869.661111,3348.222,2637.60875
-3439.245797,1530.29,-1513.8575,5119.752222,1869.661111,3348.222,2509.91625
-3439.245797,1530.29,-1513.8575,5438.54,1986.08125,3348.222,2509.91625
-3439.245797,1645.636667,-1627.964444,5438.54,1986.08125,3348.222,2509.91625
-3848.896398,1645.636667,-1627.964444,5438.54,1986.08125,2975.890714,2637.60875
-3848.896398,1645.636667,-1627.964444,5467.325714,1996.591429,3205.06,2788.75
-4017.78288,1645.636667,-1627.964444,5467.325714,1996.591429,3205.06,2788.75
-4017.78288,1645.636667,-1627.964444,5467.325714,1996.591429,3205.06,2788.75
-4017.78288,1645.636667,-1627.964444,5467.325714,1996.591429,3205.06,2788.75
-4017.78288,1645.636667,-1627.964444,5467.325714,1996.591429,3205.06,2788.75
-4017.78288,1530.29,-1513.8575,5438.54,1986.08125,2975.890714,2788.75
-3848.896398,1530.29,-1513.8575,5119.752222,1869.661111,2975.890714,2788.75
-3848.896398,1247.634286,-1234.234286,5119.752222,1869.661111,2975.890714,2788.75
-3438.451111,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2594.6325
-3438.451111,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2474.08375
-3438.451111,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2474.08375
-3438.451111,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2474.08375
-3438.451111,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2474.08375
-3839.08,1215.66,-1202.602857,5310.87125,1939.4575,2901.345,2474.08375
-3997.4975,1473.005,-1457.185,5310.87125,1939.4575,2901.345,2594.6325
-3997.4975,1473.005,-1457.185,5310.87125,1939.4575,2901.345,2594.6325
-3997.4975,1473.005,-1457.185,5336.542857,1948.831429,2901.345,2594.6325
-3839.08,1579.146667,-1562.187778,5336.542857,1948.831429,2901.345,2594.6325
-3839.08,1579.146667,-1562.187778,5310.87125,1939.4575,3164.276,2594.6325
-3438.451111,1473.005,-1457.185,5014.516667,1831.233333,3164.276,2594.6325
-3438.451111,1473.005,-1457.185,5014.516667,1831.233333,3164.276,2474.08375
-3438.451111,1473.005,-1457.185,5310.87125,1939.4575,3164.276,2474.08375
-3438.451111,1579.146667,-1562.187778,5310.87125,1939.4575,3164.276,2474.08375
-3839.08,1579.146667,-1562.187778,5310.87125,1939.4575,2901.345,2594.6325
-3839.08,1579.146667,-1562.187778,5336.542857,1948.831429,3061.456,2738.195
-3997.4975,1579.146667,-1562.187778,5336.542857,1948.831429,3061.456,2738.195
-3997.4975,1579.146667,-1562.187778,5336.542857,1948.831429,3061.456,2738.195
-3997.4975,1579.146667,-1562.187778,5336.542857,1948.831429,3061.456,2738.195
-3997.4975,1579.146667,-1562.187778,5336.542857,1948.831429,3061.456,2738.195
-3997.4975,1473.005,-1457.185,5310.87125,1939.4575,2901.345,2738.195
-3839.08,1473.005,-1457.185,5014.516667,1831.233333,2901.345,2738.195
-3839.08,1215.66,-1202.602857,5014.516667,1831.233333,2901.345,2738.195
-3430.510193,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2549.08375
-3430.510193,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2433.2975
-3430.510193,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2433.2975
-3430.510193,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2433.2975
-3430.510193,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2433.2975
-3840.991118,1194.211429,-1181.387143,5306.2675,1937.775,2840.947143,2433.2975
-4008.127554,1468.45875,-1452.6875,5306.2675,1937.775,2840.947143,2549.08375
-4008.127554,1468.45875,-1452.6875,5306.2675,1937.775,2840.947143,2549.08375
-4008.127554,1468.45875,-1452.6875,5333.717143,1947.8,2840.947143,2549.08375
-3840.991118,1580.744444,-1563.768889,5333.717143,1947.8,2840.947143,2549.08375
-3840.991118,1580.744444,-1563.768889,5306.2675,1937.775,3105.716,2549.08375
-3430.510193,1468.45875,-1452.6875,4997.094444,1824.867778,3105.716,2549.08375
-3430.510193,1468.45875,-1452.6875,4997.094444,1824.867778,3105.716,2433.2975
-3430.510193,1468.45875,-1452.6875,5306.2675,1937.775,3105.716,2433.2975
-3430.510193,1580.744444,-1563.768889,5306.2675,1937.775,3105.716,2433.2975
-3840.991118,1580.744444,-1563.768889,5306.2675,1937.775,2840.947143,2549.08375
-3840.991118,1580.744444,-1563.768889,5333.717143,1947.8,3002.22,2687.5875
-4008.127554,1580.744444,-1563.768889,5333.717143,1947.8,3002.22,2687.5875
-4008.127554,1580.744444,-1563.768889,5333.717143,1947.8,3002.22,2687.5875
-4008.127554,1580.744444,-1563.768889,5333.717143,1947.8,3002.22,2687.5875
-4008.127554,1580.744444,-1563.768889,5333.717143,1947.8,3002.22,2687.5875
-4008.127554,1468.45875,-1452.6875,5306.2675,1937.775,2840.947143,2687.5875
-3840.991118,1468.45875,-1452.6875,4997.094444,1824.867778,2840.947143,2687.5875
-3840.991118,1194.211429,-1181.387143,4997.094444,1824.867778,2840.947143,2687.5875
-3469.867585,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2542.31875
-3469.867585,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2425.235
-3469.867585,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2425.235
-3469.867585,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2425.235
-3469.867585,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2425.235
-3890.900311,1211.125714,-1198.118571,5430.7425,1983.2325,2779.918571,2425.235
-4083.121196,1514.6875,-1498.42,5430.7425,1983.2325,2779.918571,2542.31875
-4083.121196,1514.6875,-1498.42,5430.7425,1983.2325,2779.918571,2542.31875
-4083.121196,1514.6875,-1498.42,5462.665714,1994.89,2779.918571,2542.31875
-3890.900311,1637.642222,-1620.055556,5462.665714,1994.89,2779.918571,2542.31875
-3890.900311,1637.642222,-1620.055556,5430.7425,1983.2325,3033.132,2542.31875
-3469.867585,1514.6875,-1498.42,5089.345556,1858.557778,3033.132,2542.31875
-3469.867585,1514.6875,-1498.42,5089.345556,1858.557778,3033.132,2425.235
-3469.867585,1514.6875,-1498.42,5430.7425,1983.2325,3033.132,2425.235
-3469.867585,1637.642222,-1620.055556,5430.7425,1983.2325,3033.132,2425.235
-3890.900311,1637.642222,-1620.055556,5430.7425,1983.2325,2779.918571,2542.31875
-3890.900311,1637.642222,-1620.055556,5462.665714,1994.89,2933.898,2682.20125
-4083.121196,1637.642222,-1620.055556,5462.665714,1994.89,2933.898,2682.20125
-4083.121196,1637.642222,-1620.055556,5462.665714,1994.89,2933.898,2682.20125
-4083.121196,1637.642222,-1620.055556,5462.665714,1994.89,2933.898,2682.20125
-4083.121196,1637.642222,-1620.055556,5462.665714,1994.89,2933.898,2682.20125
-4083.121196,1514.6875,-1498.42,5430.7425,1983.2325,2779.918571,2682.20125
-3890.900311,1514.6875,-1498.42,5089.345556,1858.557778,2779.918571,2682.20125
-3890.900311,1211.125714,-1198.118571,5089.345556,1858.557778,2779.918571,2682.20125
-3543.237525,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2541.1475
-3543.237525,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2432.7775
-3543.237525,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2432.7775
-3543.237525,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2432.7775
-3543.237525,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2432.7775
-3948.558831,1262.82,-1249.258571,5485.8375,2003.35125,2781.932143,2432.7775
-4142.741307,1568.09,-1551.2475,5485.8375,2003.35125,2781.932143,2541.1475
-4142.741307,1568.09,-1551.2475,5485.8375,2003.35125,2781.932143,2541.1475
-4142.741307,1568.09,-1551.2475,5518.382857,2015.234286,2781.932143,2541.1475
-3948.558831,1691.661111,-1673.493333,5518.382857,2015.234286,2781.932143,2541.1475
-3948.558831,1691.661111,-1673.493333,5485.8375,2003.35125,3079.34,2541.1475
-3543.237525,1568.09,-1551.2475,5139.972222,1877.047778,3079.34,2541.1475
-3543.237525,1568.09,-1551.2475,5139.972222,1877.047778,3079.34,2432.7775
-3543.237525,1568.09,-1551.2475,5485.8375,2003.35125,3079.34,2432.7775
-3543.237525,1691.661111,-1673.493333,5485.8375,2003.35125,3079.34,2432.7775
-3948.558831,1691.661111,-1673.493333,5485.8375,2003.35125,2781.932143,2541.1475
-3948.558831,1691.661111,-1673.493333,5518.382857,2015.234286,2963.81,2671.7875
-4142.741307,1691.661111,-1673.493333,5518.382857,2015.234286,2963.81,2671.7875
-4142.741307,1691.661111,-1673.493333,5518.382857,2015.234286,2963.81,2671.7875
-4142.741307,1691.661111,-1673.493333,5518.382857,2015.234286,2963.81,2671.7875
-4142.741307,1691.661111,-1673.493333,5518.382857,2015.234286,2963.81,2671.7875
-4142.741307,1568.09,-1551.2475,5485.8375,2003.35125,2781.932143,2671.7875
-3948.558831,1568.09,-1551.2475,5139.972222,1877.047778,2781.932143,2671.7875
-3948.558831,1262.82,-1249.258571,5139.972222,1877.047778,2781.932143,2671.7875
-3562.943485,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2525.175
-3562.943485,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2412.64
-3562.943485,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2412.64
-3562.943485,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2412.64
-3562.943485,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2412.64
-3957.238701,1258.797143,-1245.28,5497.51,2007.61375,2857.249286,2412.64
-4145.533466,1566.94625,-1550.12125,5497.51,2007.61375,2857.249286,2525.175
-4145.533466,1566.94625,-1550.12125,5497.51,2007.61375,2857.249286,2525.175
-4145.533466,1566.94625,-1550.12125,5531.172857,2019.907143,2857.249286,2525.175
-3957.238701,1691.565556,-1673.398889,5531.172857,2019.907143,2857.249286,2525.175
-3957.238701,1691.565556,-1673.398889,5497.51,2007.61375,3218.512,2525.175
-3562.943485,1566.94625,-1550.12125,5143.564444,1878.358889,3218.512,2525.175
-3562.943485,1566.94625,-1550.12125,5143.564444,1878.358889,3218.512,2412.64
-3562.943485,1566.94625,-1550.12125,5497.51,2007.61375,3218.512,2412.64
-3562.943485,1691.565556,-1673.398889,5497.51,2007.61375,3218.512,2412.64
-3957.238701,1691.565556,-1673.398889,5497.51,2007.61375,2857.249286,2525.175
-3957.238701,1691.565556,-1673.398889,5531.172857,2019.907143,3079.428,2660.2325
-4145.533466,1691.565556,-1673.398889,5531.172857,2019.907143,3079.428,2660.2325
-4145.533466,1691.565556,-1673.398889,5531.172857,2019.907143,3079.428,2660.2325
-4145.533466,1691.565556,-1673.398889,5531.172857,2019.907143,3079.428,2660.2325
-4145.533466,1691.565556,-1673.398889,5531.172857,2019.907143,3079.428,2660.2325
-4145.533466,1566.94625,-1550.12125,5497.51,2007.61375,2857.249286,2660.2325
-3957.238701,1566.94625,-1550.12125,5143.564444,1878.358889,2857.249286,2660.2325
-3957.238701,1258.797143,-1245.28,5143.564444,1878.358889,2857.249286,2660.2325
-3516.438164,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2518.01
-3516.438164,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2394.345
-3516.438164,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2394.345
-3516.438164,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2394.345
-3516.438164,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2394.345
-3915.370807,1254.048571,-1240.584286,5506.135,2010.765,2953.482143,2394.345
-4095.656359,1560.12125,-1543.3675,5506.135,2010.765,2953.482143,2518.01
-4095.656359,1560.12125,-1543.3675,5506.135,2010.765,2953.482143,2518.01
-4095.656359,1560.12125,-1543.3675,5541.53,2023.69,2953.482143,2518.01
-3915.370807,1683.984444,-1665.901111,5541.53,2023.69,2953.482143,2518.01
-3915.370807,1683.984444,-1665.901111,5506.135,2010.765,3376.174,2518.01
-3516.438164,1560.12125,-1543.3675,5139.726667,1876.956667,3376.174,2518.01
-3516.438164,1560.12125,-1543.3675,5139.726667,1876.956667,3376.174,2394.345
-3516.438164,1560.12125,-1543.3675,5506.135,2010.765,3376.174,2394.345
-3516.438164,1683.984444,-1665.901111,5506.135,2010.765,3376.174,2394.345
-3915.370807,1683.984444,-1665.901111,5506.135,2010.765,2953.482143,2518.01
-3915.370807,1683.984444,-1665.901111,5541.53,2023.69,3214.436,2664.875
-4095.656359,1683.984444,-1665.901111,5541.53,2023.69,3214.436,2664.875
-4095.656359,1683.984444,-1665.901111,5541.53,2023.69,3214.436,2664.875
-4095.656359,1683.984444,-1665.901111,5541.53,2023.69,3214.436,2664.875
-4095.656359,1683.984444,-1665.901111,5541.53,2023.69,3214.436,2664.875
-4095.656359,1560.12125,-1543.3675,5506.135,2010.765,2953.482143,2664.875
-3915.370807,1560.12125,-1543.3675,5139.726667,1876.956667,2953.482143,2664.875
-3915.370807,1254.048571,-1240.584286,5139.726667,1876.956667,2953.482143,2664.875
-3483.094348,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2518.145
-3483.094348,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2389.8125
-3483.094348,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2389.8125
-3483.094348,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2389.8125
-3483.094348,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2389.8125
-3890.008012,1250.622857,-1237.194286,5495.64,2006.9325,3055.059286,2389.8125
-4069.401848,1561.495,-1544.725,5495.64,2006.9325,3055.059286,2518.145
-4069.401848,1561.495,-1544.725,5495.64,2006.9325,3055.059286,2518.145
-4069.401848,1561.495,-1544.725,5530.378571,2019.617143,3055.059286,2518.145
-3890.008012,1687.103333,-1668.984444,5530.378571,2019.617143,3055.059286,2518.145
-3890.008012,1687.103333,-1668.984444,5495.64,2006.9325,3505.464,2518.145
-3483.094348,1561.495,-1544.725,5133.942222,1874.842222,3505.464,2518.145
-3483.094348,1561.495,-1544.725,5133.942222,1874.842222,3505.464,2389.8125
-3483.094348,1561.495,-1544.725,5495.64,2006.9325,3505.464,2389.8125
-3483.094348,1687.103333,-1668.984444,5495.64,2006.9325,3505.464,2389.8125
-3890.008012,1687.103333,-1668.984444,5495.64,2006.9325,3055.059286,2518.145
-3890.008012,1687.103333,-1668.984444,5530.378571,2019.617143,3333.508,2669.96625
-4069.401848,1687.103333,-1668.984444,5530.378571,2019.617143,3333.508,2669.96625
-4069.401848,1687.103333,-1668.984444,5530.378571,2019.617143,3333.508,2669.96625
-4069.401848,1687.103333,-1668.984444,5530.378571,2019.617143,3333.508,2669.96625
-4069.401848,1687.103333,-1668.984444,5530.378571,2019.617143,3333.508,2669.96625
-4069.401848,1561.495,-1544.725,5495.64,2006.9325,3055.059286,2669.96625
-3890.008012,1561.495,-1544.725,5133.942222,1874.842222,3055.059286,2669.96625
-3890.008012,1250.622857,-1237.194286,5133.942222,1874.842222,3055.059286,2669.96625
-3457.448647,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2550.3825
-3457.448647,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2419.655
-3457.448647,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2419.655
-3457.448647,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2419.655
-3457.448647,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2419.655
-3871.732174,1246.881429,-1233.491429,5482.86875,2002.26625,3122.278571,2419.655
-4051.92087,1570.71375,-1553.84375,5482.86875,2002.26625,3122.278571,2550.3825
-4051.92087,1570.71375,-1553.84375,5482.86875,2002.26625,3122.278571,2550.3825
-4051.92087,1570.71375,-1553.84375,5518.917143,2015.431429,3122.278571,2550.3825
-3871.732174,1701.034444,-1682.768889,5518.917143,2015.431429,3122.278571,2550.3825
-3871.732174,1701.034444,-1682.768889,5482.86875,2002.26625,3597.426,2550.3825
-3457.448647,1570.71375,-1553.84375,5111.743333,1866.736667,3597.426,2550.3825
-3457.448647,1570.71375,-1553.84375,5111.743333,1866.736667,3597.426,2419.655
-3457.448647,1570.71375,-1553.84375,5482.86875,2002.26625,3597.426,2419.655
-3457.448647,1701.034444,-1682.768889,5482.86875,2002.26625,3597.426,2419.655
-3871.732174,1701.034444,-1682.768889,5482.86875,2002.26625,3122.278571,2550.3825
-3871.732174,1701.034444,-1682.768889,5518.917143,2015.431429,3416.346,2704.74125
-4051.92087,1701.034444,-1682.768889,5518.917143,2015.431429,3416.346,2704.74125
-4051.92087,1701.034444,-1682.768889,5518.917143,2015.431429,3416.346,2704.74125
-4051.92087,1701.034444,-1682.768889,5518.917143,2015.431429,3416.346,2704.74125
-4051.92087,1701.034444,-1682.768889,5518.917143,2015.431429,3416.346,2704.74125
-4051.92087,1570.71375,-1553.84375,5482.86875,2002.26625,3122.278571,2704.74125
-3871.732174,1570.71375,-1553.84375,5111.743333,1866.736667,3122.278571,2704.74125
-3871.732174,1246.881429,-1233.491429,5111.743333,1866.736667,3122.278571,2704.74125
-3461.242657,1241.852857,-1228.518571,5113.605556,1867.415556,3166.097143,2580.4175
-3461.242657,1241.852857,-1228.518571,5113.605556,1867.415556,3166.097143,2442.55375
-3461.242657,1241.852857,-1228.518571,5113.605556,1867.415556,3166.097143,2442.55375
-3461.242657,1241.852857,-1228.518571,5113.605556,1867.415556,3166.097143,2442.55375
-3461.242657,1241.852857,-1228.518571,5113.605556,1867.415556,3166.097143,2442.55375
-3882.66323,1241.852857,-1228.518571,5497.27,2007.5275,3166.097143,2442.55375
-4072.637935,1581.5725,-1564.5875,5497.27,2007.5275,3166.097143,2580.4175
-4072.637935,1581.5725,-1564.5875,5497.27,2007.5275,3166.097143,2580.4175
-4072.637935,1581.5725,-1564.5875,5535.057143,2021.327143,3166.097143,2580.4175
-3882.66323,1717.672222,-1699.225556,5535.057143,2021.327143,3166.097143,2580.4175
-3882.66323,1717.672222,-1699.225556,5497.27,2007.5275,3687.67,2580.4175
-3461.242657,1581.5725,-1564.5875,5113.605556,1867.415556,3687.67,2580.4175
-3461.242657,1581.5725,-1564.5875,5113.605556,1867.415556,3687.67,2442.55375
-3461.242657,1581.5725,-1564.5875,5497.27,2007.5275,3687.67,2442.55375
-3461.242657,1717.672222,-1699.225556,5497.27,2007.5275,3687.67,2442.55375
