Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,128843.4,128843.40000000005,-5.820766091346741e-11,-4.517706061270303e-16
IME,83084.4,79068.00140170951,4016.398598290485,0.04834118797620835
JL,91254.04,91254.04000000001,-1.4551915228366852e-11,-1.5946598340596047e-16
LN,148089.18,148089.18,0.0,0.0
SD,0,0,,
JB,0,0,,
