Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,357332.8,353135.8694706665,4196.930529333447,0.011745158936804702
IME,241745.58,226866.8968195333,14878.683180466702,0.06154686749791538
JL,317586.79,317586.79000000004,-4.3655745685100555e-11,-1.374608360917674e-16
LN,320900.44,320878.69999999995,21.74000000001979,6.774686877967443e-5
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
